entry,lep_n,lep_pt,lep_eta,lep_phi,lep_E,lep_charge,lep_type,lep_ptcone30,lep_etcone20,totalWeight,mllll
838,4,[42366.098 35404.21  16926.848 10554.54 ],[ 1.3686972  -0.338713    0.17620789  1.2903504 ],[ 3.083154   -3.078073    0.14114529  1.9607434 ],[88643.97  37454.75  17190.31  20630.355],[ 1 -1 -1  1],[11 13 11 13],[0. 0. 0. 0.],[ 1574.2874 -1130.2205  1262.6449 -1072.2297],8.047223367804845e-08,122.6698882795537
839,4,[68424.766 42297.73  15861.06  11144.175],[ 0.7944299  -0.3025392  -0.8372511   0.35645628],[2.1248055 1.0553998 3.1058047 1.7717555],[91176.6   44248.297 21752.707 11859.698],[-1  1  1 -1],[11 11 11 11],[   0.     1989.5076    0.        0.    ],[ 811.83594  1959.5933    952.5742    -14.423828],7.520693231708526e-08,121.67111983695985
840,4,[128713.93   32372.38   23035.441  15641.916],[1.7143319 1.2255241 1.6941918 1.2276506],[-0.75536275 -1.208687   -2.7868392  -0.03288517],[368961.6    59881.785  64798.707  28986.082],[-1  1  1 -1],[13 13 13 13],[0. 0. 0. 0.],[-315.29623 -567.73804 -315.29623 -567.73804],8.234797531256357e-08,125.20747874718668
841,4,[58606.48  33044.83  10095.749  9402.683],[ 0.7441308  1.1611568  1.9731758 -0.210978 ],[-2.3842669   0.8020339  -1.5837393  -0.40204385],[75595.35  57940.06  37013.54   9612.725],[-1  1  1 -1],[13 13 11 11],[   0.        0.     1162.2994    0.    ],[2631.4055   512.5261   302.6965  -160.26123],8.877451047123591e-08,121.61066941102105
842,4,[68077.25  33197.785 14926.602 14274.365],[ 0.56462646  0.8141255   1.1697415  -0.06085243],[-0.98282003  2.9853985   0.22747561 -1.6605644 ],[79220.24  44820.785 26357.658 14301.192],[ 1 -1  1 -1],[11 11 13 13],[   0.        0.     1420.6315 1824.4941],[1532.8042  816.2052  654.0503 -825.0796],7.418761763526917e-08,120.58018834946577
843,4,[54970.07  49675.32  31664.84  24128.424],[-1.1226134  -0.29387975 -0.8566685  -0.28928885],[ 3.00134   -1.5720612  3.0838199 -2.360336 ],[93402.53  51836.023 44012.15  25145.115],[ 1 -1 -1  1],[13 13 11 11],[31192.791     0.    59512.586     0.   ],[ 64.67859 626.47986 443.9302  984.0785 ],2.410920152967771e-08,125.15998975760782
844,4,[84931.15  26354.975 14798.203  8341.925],[0.8202924 1.1473982 0.2833121 0.6290553],[-2.7369163  1.1561545  0.7544993  2.832296 ],[115143.99   45692.258  15396.443  10048.124],[-1  1 -1  1],[11 11 13 13],[   0.     2858.7493    0.        0.    ],[ 586.241   1190.3474  6820.207   -339.54346],0.0,122.09669907359401
845,4,[54262.562 29566.154 17999.9   15797.871],[2.0376244  0.89267486 1.3046682  1.4817193 ],[-2.9447765  0.7431289  1.852613  -1.7836052],[211697.23   42149.8    35619.51   36554.465],[-1  1  1 -1],[13 13 13 13],[0. 0. 0. 0.],[  747.5911   -624.34924 -1171.028   -1025.3839 ],0.0,124.73027009542483
848,4,[67976.24  15559.944 13579.458 10751.867],[1.9024192 1.5132998 1.633227  1.3370486],[ 0.4124607 -0.0592591 -2.819473  -2.2224987],[232862.7    37047.406  36092.113  21882.5  ],[-1 -1  1  1],[13 13 13 13],[36251.043     0.        0.        0.   ],[-121.18483 -413.10068 -121.18483  869.0077 ],8.32999656771342e-08,92.37417141186933
850,4,[74817.7   26707.795 18204.828 17796.73 ],[ 0.13455777 -0.5142586   0.26876032 -0.6038548 ],[ 1.561365   2.2174065 -2.8361328 -1.3439319],[75496.04  30317.912 18866.578 21141.502],[-1  1  1 -1],[11 11 13 13],[0. 0. 0. 0.],[ 346.58783   423.9582     26.827332 -520.21954 ],4.670898641810735e-08,122.26127567935669
851,4,[51982.137 36092.445 35012.12   8475.176],[-2.1653311 -1.3064839 -1.170701  -1.6267215],[ 1.6366279 -0.6306786  1.4834688  1.7335861],[229558.34  71534.14  61873.54  22390.57],[ 1 -1 -1  1],[13 13 13 13],[0. 0. 0. 0.],[-249.86629   57.02179  874.4449   855.1484 ],1.7493406545589446e-07,121.57452172458679
854,4,[103336.86   88550.25   33790.07   11990.085],[ 0.64725626  0.01610857  1.0717324  -2.1945317 ],[-0.04758178 -2.2426593   1.5656488  -2.9907548 ],[125749.195  88561.805  55125.953  54478.297],[-1 -1  1  1],[11 13 11 13],[0. 0. 0. 0.],[  10.948914  577.41296   271.1378   -110.78955 ],8.36972710940806e-08,312.6968542252132
855,4,[72452.414 17778.693 15088.073 11287.837],[ 0.5480285  -0.60664517  0.25387818  0.62432075],[-2.8598857   0.7938391  -0.93457425 -1.3647116 ],[83607.47  21151.705 15576.935 13560.093],[ 1 -1 -1  1],[11 11 11 11],[3580.761    0.       0.       0.   ],[ 213.53522   22.46875  282.93457 -285.22894],4.0468619001893996e-08,114.67865123791451
856,4,[57785.535 49895.6   31443.12  30237.809],[-1.0761102   0.00424847 -0.56014264 -0.9508685 ],[-1.1043193   0.39721915 -0.84688777 -0.6165239 ],[94599.8   49896.164 36506.246 44969.09 ],[-1  1  1 -1],[13 13 11 11],[0. 0. 0. 0.],[1970.6105    -31.126831  -46.841797 -273.45438 ],0.0,125.97580621116185
860,4,[47412.883 24611.166 16407.986  8634.362],[-0.18757148  1.6559393   0.18506467  1.6736331 ],[-2.703108   3.0518534 -2.141792   0.8163403],[48249.395 66805.91  16690.102 23827.047],[-1  1  1 -1],[11 11 13 13],[   0.        0.        0.     1632.8794],[  332.74966  3936.9763  -1286.0579    -27.10254],7.801496420614242e-08,111.57972989944558
861,4,[51404.535 29528.707 29285.44  22809.01 ],[0.9635929 1.733461  2.013302  1.4120275],[-1.8490508 -0.6030171  0.9828597 -1.0115016],[ 77174.055  86177.85  111600.21   49585.953],[-1 -1  1  1],[11 13 11 13],[2189.4634    0.        0.        0.    ],[-909.3978   445.59186 2519.514   -343.79303],1.54501577870992e-07,125.94156021813733
862,4,[57011.812 43578.793 32316.4   22413.387],[-0.43383613 -0.8451965  -0.07960457 -0.8636434 ],[ 3.1147027 -2.2381792 -0.8634268 -2.9366672],[62461.7   60093.156 32418.848 31304.883],[ 1 -1 -1  1],[11 11 11 11],[1105.2749    0.     1041.8652 1466.9095],[-537.68445 -964.0414  2186.3127   921.5525 ],1.306819994584783e-07,123.80873112549749
863,4,[39723.598 38949.68  14422.178 10998.121],[-0.6732988  -0.34424126 -0.08715524 -1.1694483 ],[-2.4717355   0.06039036  2.3928716  -0.35311818],[49073.016 41280.504 14476.988 19415.828],[-1  1 -1  1],[13 13 11 11],[   0.     1389.0426    0.        0.    ],[ 725.1476   472.70328 1193.0581   407.89868],1.3473359015128452e-07,107.45067825044879
864,4,[52181.082 41451.676 23941.113 13646.087],[ 0.06419218  0.6357154   0.07897284 -0.08722752],[ 1.8297521 -1.8955989  1.3630238  3.03307  ],[52288.63  50113.61  24015.809 13698.034],[-1  1  1 -1],[11 11 11 11],[   0.       0.       0.    1790.805],[-483.92566 -335.2788   -80.59946 -291.9501 ],7.226255761812846e-08,126.70443317855559
865,4,[42857.785 30747.32  15462.651 11545.827],[2.2563167 0.6974369 1.94369   0.6810893],[-1.4871709  1.5626704 -1.2062911 -2.3844159],[206844.38   38533.574  55106.188  14328.917],[ 1 -1 -1  1],[13 13 11 11],[0. 0. 0. 0.],[1247.6416   140.28125  348.18378  817.716  ],0.0,124.82520478911455
867,4,[64131.336 17327.361 12094.514 12083.425],[-0.18145384 -0.3640701   0.26114812  0.9945287 ],[-0.08663263 -0.79370695  2.9138227  -1.7064083 ],[65190.016 18488.748 12509.275 18568.584],[-1 -1  1  1],[11 13 11 13],[1625.5717    0.        0.        0.    ],[-577.37317 -636.3146    94.5708  -710.9491 ],2.082804434039688e-07,92.24697718328169
868,4,[38494.46   32364.56   19391.031   7174.8916],[-0.9766782  -1.83514     0.68609536  0.39712048],[-1.0016122  -0.79200387 -1.7679384  -0.19056453],[ 58361.066 103980.95   24137.066   7748.123],[ 1 -1  1 -1],[11 13 13 11],[1082.7062    0.        0.        0.    ],[ 212.3951  -393.709    918.15656  810.93756],2.051748070437495e-07,118.61073400109947
869,4,[67357.234 40591.496 39842.773 22643.174],[0.7215031  1.0421488  0.67058635 1.0568788 ],[-1.6049224 -1.2888267 -2.0694423  1.8247297],[85663.13  64702.824 49142.035 36511.156],[ 1 -1 -1  1],[13 11 13 11],[0. 0. 0. 0.],[-411.119    -95.30313  932.14685  459.09262],5.1037723775507604e-08,123.9931792774864
871,4,[71641.766 33238.9   20112.178  8100.904],[1.9221611 2.1290638 1.9834428 0.5660988],[-2.8994074  -0.57263786  2.7366164   2.5983913 ],[250101.62  141696.48   74468.586   9434.572],[ 1 -1  1 -1],[13 13 13 13],[0. 0. 0. 0.],[ 388.7845  -177.00333 -340.04846  475.20776],1.004167987452507e-07,123.44876270004555
872,4,[34442.95  26182.814 18914.008 16755.52 ],[ 2.004044   -0.13550088  1.1351322   0.14139932],[-0.41525826  1.6726471   1.1853814   0.5034349 ],[130087.4    26423.758  32465.73   16923.63 ],[-1  1 -1  1],[13 13 13 13],[0. 0. 0. 0.],[ 238.90399 1880.4734  -757.67206  -97.87958],4.8860206082140605e-08,125.33454979133941
874,4,[34492.04  30651.06  27925.39  21236.393],[-1.3384176   0.04426871 -1.6475033  -0.6968915 ],[-2.6173694  -0.44161266 -1.699449   -0.35938987],[70282.19  30681.1   75210.49  26605.314],[ 1 -1 -1  1],[13 11 13 11],[0. 0. 0. 0.],[ 440.4743    80.30054  -70.68713 -691.5221 ],1.136106622365125e-07,124.03687570235157
876,4,[42900.13  21731.434 14541.556  9086.517],[ 1.630109    1.7571827  -0.84280795  1.3020047 ],[ 1.3380923   2.0158422  -3.070095   -0.73994607],[113692.62   64853.285  20019.217  17939.719],[-1  1  1 -1],[11 11 11 11],[0. 0. 0. 0.],[ 570.3039    68.02475 -379.2195  -312.89044],1.1603869654081344e-07,125.00701060265601
877,4,[63538.05  41534.83  29644.045 28310.41 ],[-0.6271216  0.2919378 -1.3571798 -1.0188696],[-1.7661487 -0.0832167  1.7549539  1.6922855],[76447.1   43317.395 61401.8   44320.863],[-1  1 -1  1],[11 11 11 11],[0. 0. 0. 0.],[-100.5383  -107.47595 -255.94174  963.3506 ],1.4715265359345752e-07,190.83981781396832
879,4,[44843.34  43387.7   13465.311 11157.341],[-1.6071829 -2.3335898 -1.9503851 -1.5477632],[-2.8467505  -0.72903997  2.395504    0.03564033],[116350.28  225873.12   48297.586  27411.932],[-1  1 -1  1],[11 11 13 13],[   0.        0.        0.     1161.4338],[257.52612 134.46387  51.19467 290.61362],1.6576331518637338e-07,114.77169825358351
881,4,[64809.695 31653.883 17050.744 14481.966],[ 0.15750515 -0.99478304  0.13599876 -0.11807524],[2.3288364  0.58086705 2.76987    0.12883067],[65615.336 48651.203 17208.67  14583.035],[ 1 -1  1 -1],[13 13 11 11],[0. 0. 0. 0.],[-892.87415 -892.87415  -95.81253 -328.06226],9.127109502875645e-08,122.52867891381267
882,4,[60911.023 32259.768 20387.242 12748.256],[0.47331592 0.84768337 0.02837092 0.7132246 ],[ 0.63793296 -2.6035776  -0.3267166   2.6850166 ],[67862.24   44561.05   20395.72   16130.8545],[ 1 -1  1 -1],[11 11 13 13],[0. 0. 0. 0.],[ 280.28494 -309.337   1000.6918  -303.89417],9.98197253586324e-08,126.20175143076632
883,4,[69724.56  43772.812 10907.281  8974.984],[1.3420789  2.069954   0.75900805 0.34468982],[-1.5862181  -0.06481542 -0.77396584  1.3566954 ],[142527.22  176199.78   14202.844   9513.448],[-1  1 -1  1],[11 11 11 11],[0. 0. 0. 0.],[  840.5292  -1163.2859   1829.9766   -151.64838],8.866192868427912e-08,122.6296637221234
886,4,[78889.61  33139.887 19462.973 18254.72 ],[-2.0683758 -1.9330287 -2.00512   -2.4516654],[ 1.4608603  0.3605083 -0.9170158 -0.8834837],[317071.28 116902.9   73585.97 106733.63],[-1 -1  1  1],[13 11 13 11],[0. 0. 0. 0.],[-610.39197 1637.8647  -332.02213  564.4243 ],1.577820803764089e-07,123.64921967072705
887,4,[76839.375  29467.994  26540.598  10042.1045],[ 0.16296308 -0.09335785  0.26408556  1.3514633 ],[ 1.6051222   0.92961395 -1.1259278   0.8440471 ],[77862.016 29596.504 27471.678 20696.453],[-1  1  1 -1],[13 11 13 11],[   0.        0.     1310.1682    0.    ],[ -789.3744    125.11435 -1064.2362   1044.1469 ],8.471325701918919e-08,121.86309267121337
888,4,[57114.59  31827.81  11377.674 10776.573],[-1.6705856 -0.7900202 -1.96762   -0.0072646],[-1.746359   1.1321695 -1.0318347 -2.3966951],[157162.69   42287.65   41491.074  10776.857],[ 1 -1  1 -1],[11 11 11 11],[0. 0. 0. 0.],[-691.36163  -101.4151    -65.584015  188.96051 ],1.5959815128007252e-07,124.42651308890231
891,4,[44596.473 38252.617 28776.35   9125.711],[-1.7522689 -1.1388086 -1.7095149 -1.6084294],[ 2.8176794  -0.26691568  1.8177958  -0.954169  ],[132475.03   65856.58   82116.74   23705.008],[ 1 -1  1 -1],[11 11 13 13],[   0.        0.        0.     1532.2822],[1225.6024    -93.971436  -19.1698   -457.327   ],1.6192010806883493e-07,122.67519279546067
892,4,[61869.117 47932.11  34698.824 15465.223],[-0.88573396 -0.9861325  -0.95573556 -0.07978968],[2.9755094  2.6910958  0.81853575 1.7150571 ],[87766.81  73189.12  51790.047 15514.838],[ 1 -1 -1  1],[13 13 13 13],[0. 0. 0. 0.],[-613.23175  114.00116 -796.5335   931.62177],1.9564245674252826e-07,124.07509546757201
893,4,[78258.44  40818.03  14752.761 13755.586],[-1.6815664  -2.2951791  -2.2835827  -0.61670125],[0.5265723  2.2135952  0.49562228 0.68738276],[217560.4   204640.36   73127.14   16455.312],[-1  1 -1  1],[13 13 11 11],[0. 0. 0. 0.],[ 283.7326 1203.2937 1786.326  1763.9095],9.903435161176681e-08,123.81241244995833
896,4,[68266.18  30550.816 20837.154 10976.292],[-0.09768491  0.32325348  1.2507031   0.78141326],[ 1.0642008   0.34746674 -1.7864823  -0.34314975],[68592.23  32160.934 39373.    14501.416],[-1 -1  1  1],[13 11 13 11],[   0.       0.       0.    5488.097],[-314.4347   168.81387 -346.32434  356.3792 ],1.6661511933883665e-07,122.73219124191469
897,4,[120670.89   48184.73   30365.238  25087.111],[-1.8569932 -1.6174206 -0.8435864 -1.4572818],[-1.1350533  -0.59326905 -0.08620112 -1.5126976 ],[395836.28  126207.484  41826.035  56786.523],[ 1  1 -1 -1],[13 13 13 13],[0. 0. 0. 0.],[ -82.66553 -313.18384 -221.25165 -490.7337 ],1.8578077236337026e-07,120.66891259067874
900,4,[56056.965 32438.383 29848.053 21225.324],[-0.08438886  0.09833129  0.56508887 -0.21265842],[ 2.58465     2.934842   -2.102792   -0.01468451],[56256.785 32595.334 34741.848 21707.336],[-1  1 -1  1],[13 11 11 13],[0. 0. 0. 0.],[1174.7905  -427.7152    50.97934  255.87091],1.4823929259251912e-07,124.51871671552911
901,4,[50252.97   40723.7    15561.222   7056.4277],[-1.687483   -1.2899199   0.43912897 -1.526588  ],[-1.610826   -2.269912   -0.63954926  2.5849237 ],[140478.19   79569.87   17085.855  17005.338],[-1 -1  1  1],[11 13 11 13],[0. 0. 0. 0.],[2459.4285   419.42188  525.5337   264.08234],1.5963382261154175e-07,115.36583508529463
903,4,[60753.523 46045.902 33134.434 14382.719],[ 0.12113375  0.7205592  -0.18896905  0.4176231 ],[-0.7515055 -1.3887066 -2.9936318  2.3399868],[61199.797 58525.875 33727.965 15655.292],[-1  1 -1  1],[11 13 13 11],[1204.6836    0.        0.        0.    ],[-153.44525    77.160065 -216.46811   160.97562 ],1.577924327246348e-07,141.43631957754127
904,4,[96709.52  42126.723 38952.277 36901.93 ],[-1.1237441  -1.2115505  -0.86647946 -0.18463057],[-2.2589781 -2.8585885 -2.818501   2.773719 ],[164474.44   77016.57   54512.766  37532.684],[ 1 -1  1 -1],[11 11 11 11],[0. 0. 0. 0.],[1466.1932  -351.30804 -614.9077   770.63947],1.486766963319524e-07,122.90844342491312
905,4,[86880.31  37644.06  23855.193 13907.903],[0.9294084  0.97016174 1.6970026  1.0523401 ],[ 1.8998597  1.4207317 -1.9447907  1.0244591],[127184.016  56793.457  67281.23   22346.287],[-1  1  1 -1],[13 11 13 11],[0. 0. 0. 0.],[-170.65057  124.73312 -471.53964  377.68192],5.516627600446701e-08,125.72059319919232
908,4,[74356.64  44426.6   32665.236  8799.89 ],[-2.417276  -1.0149981 -2.0261235 -2.0694792],[-0.8083787 -1.2112266 -1.683251   0.2856713],[420279.75  69344.7  126030.26  35406.29],[-1  1 -1  1],[13 13 13 13],[0. 0. 0. 0.],[ 195.3175  -838.3514  -276.26758  143.344  ],1.677264132724889e-07,122.47513089854469
909,4,[64013.656 31912.814 19200.22   8109.901],[ 0.36375958  0.39005208  0.6496014  -0.2861873 ],[-2.9551148   0.5699832  -0.5718837  -0.97612506],[68295.74  34371.367 23396.008  8444.948],[ 1 -1  1 -1],[11 11 13 13],[0. 0. 0. 0.],[-559.6407  -312.65042  460.28577 -758.8273 ],1.6396817032871245e-07,124.31489229177775
911,4,[113809.44   90027.234  56838.64    7370.739],[ 0.20174472  0.10025308 -0.1520155   1.8172351 ],[-0.76105887 -1.6699367   1.9749489   0.53361535],[116133.375  90480.03   57496.74   23281.793],[-1  1  1 -1],[11 11 13 13],[0. 0. 0. 0.],[3024.3582    -845.1177    -894.22095     -3.7893677],1.7199610989391326e-07,254.26827550938015
912,4,[33528.266 31785.275 19386.031 10105.651],[-0.61072356  1.1808116  -0.18866585  0.74780715],[-0.84415835  2.314475   -2.8056743  -1.9717671 ],[39977.926 56642.19  19732.076 13065.427],[-1  1  1 -1],[13 13 11 11],[   0.        0.        0.     2992.0713],[ 261.13898 -728.62714  416.7101   617.52747],1.4618397687812806e-07,122.89357288831178
913,4,[38548.72  29006.672 20923.021 11664.683],[1.0815976 1.9727839 0.142497  2.0627193],[-2.1452098  1.9824865  1.5498897 -1.2945257],[ 63382.684 106305.68   21135.807  46626.316],[-1  1 -1  1],[13 13 11 11],[0. 0. 0. 0.],[-949.9223  -234.3822   446.61768  699.4109 ],1.5059232345284778e-07,123.4580958892509
914,4,[109796.734  29428.701  27188.191  23329.97 ],[0.9753481  0.08192182 0.18473098 0.41617495],[ 3.0887854 -1.869826  -2.1158342 -3.0627596],[166295.47   29527.508  27653.418  25379.695],[-1  1 -1  1],[11 11 11 11],[    0.    26876.814 29027.602     0.   ],[ -860.3098  -1041.075    -712.81146 -1009.2783 ],1.5195810126246132e-07,123.22805542865527
915,4,[90777.055 32724.086 26772.088 19952.186],[1.1525074  0.88198936 1.5959228  0.33690614],[ 0.22459391 -1.6444951  -0.6659307  -0.25291285],[158041.3    46299.004  68745.45   21095.545],[ 1 -1  1 -1],[11 11 13 13],[   0.        0.     1332.7072    0.    ],[-1655.9518  -216.0611  -559.9143   -86.6178],1.5704129153715768e-07,124.25589694785216
916,4,[54979.414 51423.582 48139.668 32118.23 ],[-0.5648146  -0.9078186  -1.2484983  -0.38127548],[ 0.03949108 -0.47170004 -0.943289   -0.53378016],[63984.777 74109.414 90792.46  34481.18 ],[ 1 -1 -1  1],[13 11 13 11],[0. 0. 0. 0.],[ -27.169434  103.96228  -678.6553    109.11902 ],1.6513214545547484e-07,90.13815169691968
918,4,[35675.465 35159.78  20653.547 11810.919],[ 0.29328254 -0.6102545   0.31400153 -1.1559792 ],[0.40701982 0.2912088  0.89262044 1.3729672 ],[37220.95  41912.438 21680.129 20621.438],[-1 -1  1  1],[13 11 11 13],[0. 0. 0. 0.],[ -266.61017 -1290.2963   1095.6782   -469.72467],1.5723349105487823e-07,69.78446611338656
920,4,[143683.77   83342.55   39143.55   27649.615],[-0.9534898  -0.48199216 -0.8289205  -1.0934037 ],[2.9842873 2.317762  2.0580728 2.7039597],[214099.1    93212.41   53379.473  45891.418],[ 1 -1 -1  1],[13 13 13 13],[0. 0. 0. 0.],[-198.59528 -586.19806 -340.17096 -226.90997],1.6345005913764952e-07,123.11986337616783
921,4,[123585.71   23882.566  23129.07   13218.001],[-1.7467027  -1.3836069  -1.5793905  -0.35441688],[-0.33858705  0.11966057 -2.0887542  -0.20017977],[365196.22   50630.402  58494.652  14057.29 ],[-1 -1  1  1],[13 13 13 13],[   0.        0.     1469.8414    0.    ],[-179.87741 -762.41583 -253.02878 -762.41583],1.6616984917690277e-07,122.74034922173492
922,4,[91045.6   66986.336 47802.28  12594.587],[-0.84857553 -0.34410277 -0.9775945  -0.8282006 ],[-2.0601516  -0.91198653 -1.777239   -0.5271158 ],[125840.58   70991.516  72522.51   17166.613],[ 1 -1 -1  1],[13 13 11 11],[0. 0. 0. 0.],[ -880.953  -1133.2532  1671.1202  2445.5247],1.504499786647415e-07,127.07804304897812
925,4,[78323.086 39142.5   25879.438 23491.377],[1.5731689 1.636865  1.052688  1.537229 ],[ 0.33152243 -2.3589387   1.8952242  -2.8016186 ],[196954.8   104385.664  41592.67   57162.254],[ 1 -1 -1  1],[11 11 11 11],[1468.8842    0.        0.        0.    ],[ -99.30841 1581.4054  -390.42825  520.34393],1.494834303104782e-07,168.68696386591935
926,4,[99179.32  70657.195 36037.36  22472.01 ],[ 0.22195818 -0.6311672   0.43247822  0.0331041 ],[-1.6837046 -1.0547478 -1.0292666 -1.0614017],[101632.48   85204.66   39460.383  22484.324],[-1  1  1 -1],[13 13 11 11],[0. 0. 0. 0.],[-703.3391 -703.3391 4041.0583 1161.2488],1.5341207835465748e-07,121.13448883257652
928,4,[39913.426 31548.217 22775.525  9295.15 ],[-0.09462431 -0.9436516  -1.5422926   0.15954745],[ 2.5050724   0.16494319 -2.4626017  -2.353143  ],[40092.246 46668.617 55676.9    9414.301],[ 1  1 -1 -1],[11 13 11 13],[   0.        0.     1143.7222    0.    ],[ -40.13202  -893.9124    -37.413086 -655.29425 ],1.5306457658665973e-07,121.25481456718515
929,4,[42884.844 36785.72  30122.984 21426.457],[0.6131752  0.82738566 0.38950056 0.73984593],[-0.5981715  -0.02926161  2.1090899   1.2030878 ],[51202.633 50111.86  32437.18  27562.994],[-1 -1  1  1],[11 13 13 11],[   0.        0.     3908.0254    0.    ],[-904.87573 -269.65436 -931.23334  579.355  ],1.6532257417678832e-07,114.41699738563744
930,4,[76760.516 28516.219 14992.364 14123.457],[-1.9370558 -1.2373403 -1.8770008 -1.4946439],[-1.99549    2.1123707  2.067212  -0.6585773],[271825.16   53276.812  50126.54   33063.73 ],[ 1 -1 -1  1],[13 13 13 13],[   0.        0.     1483.1417    0.    ],[  94.36737 -653.5265  1625.7563  -320.0962 ],1.6787647124109904e-07,127.15728028652413
