entry,lep_n,lep_pt,lep_eta,lep_phi,lep_E,lep_charge,lep_type,lep_ptcone30,lep_etcone20,totalWeight,mllll
1407,4,[46881.2   36977.684 19655.654 11642.22 ],[1.0163856 1.9415089 1.01148   1.5960172],[-0.08868585 -2.7522857   0.26475638 -3.0398896 ],[ 73254.055 131506.48   30597.443  29897.494],[-1  1 -1  1],[13 13 11 11],[   0.       0.    2945.529    0.   ],[-214.03278 1738.7146   -53.82367  -79.42352],2.7047929900238314e-05,123.50095567697521
1408,4,[52971.094 40505.258 14644.359  8197.616],[-1.5704      0.15220149  0.11386405 -0.84885037],[-1.3809036 -1.770598  -1.7506483  1.4067128],[132865.62   40975.324  14739.772  11333.145],[-1  1  1 -1],[11 11 13 13],[ 1860.5361     0.     35103.367      0.    ],[-449.4193  2113.5469  -371.30835 -534.0664 ],4.340605716528982e-06,124.5563993406456
1409,4,[82857.73  24102.021 16395.158 13728.376],[0.7210158 1.5839856 1.5385453 1.1866947],[0.3628289 2.5944355 0.5577133 2.72161  ],[105344.51   61213.2    39942.863  24584.062],[-1  1 -1  1],[13 13 13 13],[0. 0. 0. 0.],[-775.04224 -664.23914 2246.2236  -898.13354],1.2497493816985983e-05,122.92984468016581
1411,4,[37611.207 29876.58  29632.86  14352.911],[-0.90264165 -1.477058   -0.923337    0.36945125],[-1.7585578  -1.5509113   2.115612   -0.02573859],[54002.39  68840.94  43188.086 15344.013],[-1  1 -1  1],[13 13 13 13],[   0.        0.     3103.4866    0.    ],[ 370.1983  -485.32184 -875.70966 -875.71014],2.6067499968421508e-05,122.56018208151275
1415,4,[63014.293 36569.09  10331.601  9160.182],[ 0.07374592 -1.3404301  -0.10362408 -0.6786261 ],[ 1.5965608   0.48575607 -0.3266865  -2.5797524 ],[63185.81  74645.26  10387.12  11351.669],[ 1 -1 -1  1],[13 13 11 11],[0. 0. 0. 0.],[  55.96472 -361.3512  1019.49396  378.72693],2.8851985933790246e-05,120.7201595683366
1416,4,[28805.807 28550.994 20168.572 14648.412],[-1.720862   -0.13696429  1.1833458  -0.23808609],[-2.2959008  2.5350347 -2.7388349 -2.049709 ],[83079.64  28819.404 36016.363 15065.92 ],[ 1 -1 -1  1],[11 13 11 13],[   0.        0.        0.     1079.7999],[-570.0394   340.59918 -876.67     409.39972],1.2703099606266942e-05,134.8604401238415
1417,4,[48641.457 20661.623 16929.906 14202.007],[ 2.1523771   1.8712649   1.5934787  -0.26075345],[-2.9191628  -0.9483264  -1.8298622  -0.78261447],[212113.17    68704.42    43374.883   14687.5625],[ 1  1 -1 -1],[11 11 11 11],[0. 0. 0. 0.],[-580.8463   634.67645 -941.1664   474.03613],1.4655411044756573e-05,126.82240452191691
1418,4,[32162.617 31354.266 15551.713 14609.061],[-0.49723437  1.531085    1.7637455   1.1394831 ],[2.4218917  0.94611186 1.9514412  1.3425655 ],[36221.19  75869.34  46699.195 25165.328],[-1  1  1 -1],[11 11 13 13],[   0.     1084.6505 4516.7764    0.    ],[ 552.08057 5059.5977  -202.0915  -537.9807 ],2.79453145508147e-05,120.09152575465491
1419,4,[69500.76  37268.023 32399.139  9565.428],[-2.392996   -1.3486265  -1.4942348   0.17758022],[-0.87818384 -0.7872741  -1.1671517  -1.8399922 ],[383560.66   76618.055  75819.664   9717.221],[ 1 -1  1 -1],[13 13 13 13],[0. 0. 0. 0.],[-210.84875  151.29623 1997.8706  -356.92142],2.2423968700918968e-05,126.53375367571714
1420,4,[48681.504 40758.574 31646.762  7327.765],[ 1.148302   -0.42978868  0.22866641  0.09007781],[-1.0239466 -1.7370603  1.4270693 -1.494453 ],[84462.71  44581.43  32477.752  7357.514],[ 1 -1 -1  1],[13 13 11 11],[0. 0. 0. 0.],[2758.5178   -494.2772    113.614075 1363.2368  ],2.9742994977926795e-05,145.43705800491333
1423,4,[50387.656 28481.848 14293.283 11189.588],[-0.7637465 -2.0522852 -2.467306  -1.6135365],[ 2.93181    0.2643893  0.6186138 -3.0412993],[ 65811.82  112704.29   84869.664  29203.432],[ 1 -1  1 -1],[11 11 13 13],[    0.    33556.562     0.        0.   ],[-483.34955 1478.2007  -575.67786 -575.678  ],2.6223431663660003e-05,125.99335483489375
1424,4,[99640.9   41262.945 11881.97  10604.173],[1.3306711  0.91730183 1.0915593  0.43432185],[ 2.716743  -2.106055   2.4716206  2.0476375],[201667.27   59875.11   19692.037  11620.156],[ 1 -1 -1  1],[11 11 11 11],[   0.        0.     1110.8806    0.    ],[-1190.2512    777.40045   655.4741   -165.82172],2.8995127320449196e-05,110.36424396708342
1425,4,[96712.19  96575.46  55475.35  38404.055],[0.25339946 0.47491485 0.27834988 0.9874624 ],[-1.3742526  -1.7542254  -1.1624645  -0.65378964],[ 99833.9   107672.77   57638.34   58699.344],[ 1 -1 -1  1],[13 13 11 11],[56084.11     0.   96434.45     0.  ],[ -577.8729  -665.5482   159.6914 -1318.2262],2.7781825356055775e-05,121.29448682685633
1428,4,[77724.99  28552.197 27883.654 15916.211],[-1.7155564 -2.0057108 -2.1146255 -1.9962156],[ 2.8981946  -2.5145485   0.24504723  1.7686391 ],[223056.44  108012.15  117211.22   59661.965],[-1  1  1 -1],[13 13 13 13],[1478.0385    0.        0.        0.    ],[ 429.19406 -114.61196 -114.61196   91.58637],1.8285463317889607e-05,130.42993574088302
1429,4,[69355.33  39417.117 23975.2   23788.764],[0.92338866 1.2915326  1.2294455  0.3040726 ],[ 2.1936054 -2.0696929  2.638163  -2.8953886],[101084.66   77123.69   44495.547  24897.244],[ 1 -1 -1  1],[11 11 13 13],[1410.9912    0.        0.        0.    ],[1208.4246  2119.7026   667.43335 -916.4497 ],2.79872943103872e-05,125.55043494141582
1430,4,[60663.945 52628.684 16412.266 14077.186],[1.8285276 2.15427   2.2388933 1.7183824],[-2.0719256  -0.42144606 -0.08424508  3.0272558 ],[193680.7  229923.7   77872.31  40506.24],[-1  1  1 -1],[11 11 13 13],[   0.     1652.2919 1652.2919    0.    ],[-222.96796 -203.8103   125.39432 -394.80423],2.8218019086832663e-05,124.11921108474242
1431,4,[207758.16  114917.68   32987.195  29645.781],[0.9406809  0.72198945 1.3113694  0.7438475 ],[1.0091419 1.3513705 2.007194  1.1331943],[306660.1   146193.06   65656.12   38232.637],[-1 -1  1  1],[11 11 11 11],[  4577.0254   4577.0254      0.     184745.1   ],[2992.9646   -885.6712    -78.614624 3107.9377  ],2.9490313454963758e-05,124.88446128813239
1436,4,[30321.21  26012.512 25979.924  9502.998],[-0.79068047 -1.2067333  -1.1276056  -1.6281459 ],[-2.9197726 -2.7817183  2.1340218  1.8629639],[40303.582 47365.152 44322.664 25138.82 ],[-1  1  1 -1],[13 11 13 11],[   0.     1790.1738 1048.3374    0.    ],[-266.88892 1504.1304   210.76257  697.08356],0.0,61.46709081614975
1437,4,[138778.05   62070.234  50660.242  41912.992],[-0.78468055 -0.45659536  0.11652136 -0.5686322 ],[0.7890337 0.730828  0.3753038 1.3192077],[183740.2    68653.69   51004.543  48873.797],[ 1 -1 -1  1],[11 13 11 13],[0. 0. 0. 0.],[-1205.055    -554.44037  1736.8622   -102.92914],2.877259459680662e-05,123.6197557472846
1438,4,[45041.19  40407.586 38755.96  29462.127],[ 0.16236445 -0.6673742  -0.54069585 -1.8163376 ],[2.8059134 2.8357153 2.3642495 2.4563768],[45636.19  49745.105 44560.523 92981.234],[ 1  1 -1 -1],[11 11 11 11],[   0.         0.         0.      1004.89545],[-581.5145  -256.82004 1168.5094   101.34807],2.6566051340486153e-05,119.46965994814028
1441,4,[58485.29  23786.822 17588.79  13531.011],[-2.06301    -0.68236506 -1.3062747  -0.834401  ],[ 1.4729574 -1.0756776 -0.80854    0.6884672],[233844.44   29542.898  34854.117  18521.033],[ 1 -1 -1  1],[11 11 11 11],[   0.        0.     1228.5287 1303.0831],[ -396.60718   902.975     383.52426 -1071.4451 ],2.462953005370047e-05,124.46101933650607
1442,4,[138709.6    73647.625  44599.875  34443.402],[-1.0309641 -1.148328  -0.7041224 -1.4965148],[1.2373114  0.8132371  0.16580147 0.8287717 ],[219191.03  127781.74   56120.33   80769.945],[ 1 -1 -1  1],[11 13 11 13],[1038.5986    0.        0.        0.    ],[1845.0256   682.1203  -554.97974 1007.43884],3.157244517222306e-05,121.95629044963962
1445,4,[52656.18  51611.562 15788.61  12202.64 ],[1.0446007  1.243841   0.5117353  0.36926022],[ 1.373112   -0.7390553  -0.06660835  2.4988751 ],[84094.44  96957.15  17901.738 13044.498],[-1  1 -1  1],[11 11 13 13],[   0.        0.     2487.0537 3017.2444],[ 776.1251  -327.04553 1009.9673  -287.29272],2.691108592861947e-05,124.97271064157002
1447,4,[52246.887 36499.277 19070.043 11896.179],[-0.40283442 -1.2668378  -0.50356907 -1.2160058 ],[ 2.6070235 -1.2876852  1.4094568 -2.247997 ],[56543.723 69920.414 21539.738 21830.322],[ 1 -1 -1  1],[11 11 13 13],[0. 0. 0. 0.],[ 299.3662   154.27702 -225.05975 -843.1552 ],2.8351942910407604e-05,123.70228318126327
1451,4,[62035.77  36096.73  23571.945  9551.225],[1.1509377  1.7764485  0.6947488  0.97690296],[-1.1238503 -0.6317822  2.1516612  1.4695808],[107864.56  109699.31   29493.285  14483.349],[ 1  1 -1 -1],[11 13 11 13],[0. 0. 0. 0.],[-456.09567 1109.4529   949.1377   397.2801 ],2.7201052719809447e-05,124.76058053685298
1453,4,[64333.56   27148.71   16509.457  13927.3125],[0.84674555 1.3434391  0.4402729  0.56654155],[ 1.7660371 -1.6600751 -2.789713  -2.436831 ],[88807.76  55561.832 18135.57  16222.859],[-1  1  1 -1],[11 11 11 11],[0. 0. 0. 0.],[715.17126     2.4060059  64.18506   182.04175  ],2.8980950618205142e-05,118.53132909942715
1454,4,[77810.55  18214.875 15041.175 13185.012],[ 0.6470464  -0.02811115  1.6296915   0.3414772 ],[ 2.8830528 -1.8236663 -0.738034  -2.7376382],[94675.26  18222.379 39846.254 13961.641],[-1  1  1 -1],[11 13 11 13],[   0.        0.     1370.5868    0.    ],[2226.832   859.5856 2038.3291 2212.9468],2.645860432780571e-05,109.94157289654419
1457,4,[60426.395 34709.863 16449.695 13159.725],[1.9992237  1.5652033  0.97076714 1.5077454 ],[ 2.7163017 -0.9394959  1.363637   1.4581778],[227165.89   86647.91   24829.076  31175.203],[ 1 -1 -1  1],[13 13 13 13],[1075.855    0.       0.       0.   ],[-189.62361  246.57072  217.01904 1294.9401 ],3.1446623180605166e-05,126.55864490333828
1458,4,[66553.08  51646.633 23817.746 17362.58 ],[-0.09660386 -0.34339538  0.58337253  0.27762887],[ 1.0687952   0.4145303  -0.66067755 -1.3426199 ],[66863.95  54721.77  27986.867 18036.334],[ 1  1 -1 -1],[13 11 11 13],[0. 0. 0. 0.],[ -52.85495  664.5724   573.6892  1238.7444 ],2.788128481651725e-05,124.0600434572017
1459,4,[66449.64  60840.26  51353.656 44104.445],[1.4108304  0.38698408 0.6813154  0.10937266],[-0.23901433 -0.3850146  -0.5195684  -0.80629265],[144305.36   65453.016  63740.85   44368.633],[-1  1 -1  1],[13 11 11 13],[0. 0. 0. 0.],[ 224.1643  -591.39795 1671.3105   349.72058],2.8803047139641432e-05,124.29206513926748
1460,4,[63908.883 42818.617 22355.393 21143.434],[0.98399335 0.48605546 1.3611808  2.4439313 ],[0.95087653 2.5201108  2.392895   2.6367998 ],[ 97426.95  47976.93  46467.41 122685.33],[ 1 -1  1 -1],[11 11 11 11],[0. 0. 0. 0.],[ -424.3816  1871.9006 -1007.0389  1916.5417],2.446551607435487e-05,146.53866149408302
1465,4,[36413.7   20696.613 17508.55  11769.286],[-0.31950295 -2.3130372  -1.8181758  -1.9412384 ],[-2.0904284  0.8686608  1.4424723  3.009398 ],[ 38288.156 105594.42   55352.684  41845.11 ],[-1  1  1 -1],[11 11 11 11],[1004.3846 3886.5183    0.        0.    ],[ 524.1986  3069.8984   483.89468 -295.267  ],1.4236864511427312e-05,120.94187355153954
1466,4,[76014.78  25837.053 19454.186 12480.159],[-0.10351862 -0.44411972 -0.65121007  0.35179853],[-0.90247333  2.6661856  -0.55752933  2.7155488 ],[76422.51  28427.488 23727.285 13260.864],[-1  1 -1  1],[13 13 13 13],[0. 0. 0. 0.],[-259.1673    87.33807  205.81439 1811.1936 ],2.004547052713762e-05,124.99217202745655
1467,4,[40726.777 37050.53  15119.536  7003.02 ],[0.7812373  0.33842993 2.486794   1.1765094 ],[-0.57008266 -2.355257    0.30709743  2.2992682 ],[53800.324 39192.65  91517.445 12435.668],[ 1 -1 -1  1],[11 11 13 13],[1142.8955    0.        0.        0.    ],[ 967.5712   403.33984 -191.39154 -400.63135],1.77867510519832e-05,122.27111692189477
1468,4,[142784.02   85608.44   69162.45   16348.192],[-0.45352307 -0.97619694 -0.5366648   0.06619569],[ 2.8010015  2.4425337  2.5088034 -2.4833224],[157721.58  129743.2    79363.51   16384.363],[ 1  1 -1 -1],[11 13 11 13],[1570.4427    0.        0.        0.    ],[   21.158325  1025.2944   -1237.5781     459.01746 ],2.3799538871290855e-05,125.62020382472821
1471,4,[57047.19  40929.863 33076.91  32277.467],[-0.10445888  0.17503114 -0.68332744  0.36777413],[ 2.3416493  2.8073905 -2.3209562 -2.299158 ],[57358.715 41558.426 41104.523 34485.07 ],[ 1 -1  1 -1],[11 11 11 11],[0. 0. 0. 0.],[2596.2803   597.95874 -863.986    494.05548],1.4859355266793187e-05,123.69522909983054
1472,4,[61683.582 46190.496 35589.812 10685.7  ],[-0.9151891 -1.3906096 -2.3920176 -1.383425 ],[-1.6010579 -2.3949795 -2.7502975  2.6441772],[ 89369.96   98529.51  196224.11   22649.963],[-1  1  1 -1],[13 13 13 13],[0. 0. 0. 0.],[-616.74994    89.098694 -282.5774   -731.3133  ],1.8627782258562935e-05,126.9075103826298
1473,4,[56469.07  32462.322 22712.283 13036.647],[1.9567198 2.3261602 1.7503219 1.7711031],[ 0.6244204  -2.2520733   1.8533235  -0.79753596],[203779.9   167768.89   67343.97   39419.562],[-1  1  1 -1],[11 11 13 13],[0. 0. 0. 0.],[1697.3923   -98.26889 -471.0571    73.46823],2.8008321782192553e-05,122.72080553153927
1475,4,[64186.418 42587.168 27510.809 10103.078],[-1.5776228  -1.4184266   0.03230676 -1.1603777 ],[-0.49158815  0.1196849   0.80561554  1.2479465 ],[162067.28   93110.75   27525.166  17703.465],[ 1 -1 -1  1],[11 13 11 13],[1273.6079    0.        0.        0.    ],[2385.685    -443.47302    62.097504 -279.62793 ],2.1080416405057335e-05,124.09479196248496
1477,4,[74542.9   62176.676 33565.17  10164.325],[0.75557965 1.0634767  1.7785592  2.1924918 ],[-1.5555389  1.4194707 -0.7322042  0.7789391],[ 96852.97  100778.34  102209.305  46090.863],[-1  1 -1  1],[11 11 11 11],[0. 0. 0. 0.],[-634.04956 1335.3944  -375.99744  -36.52426],2.8427728420918887e-05,192.74707429350156
1478,4,[87531.13  61923.035 28885.225 22231.016],[1.7409748 1.8047504 2.2918262 2.1383882],[-2.238674  2.740684  2.817533 -2.586944],[257264.92 193291.84 144340.48  95633.31],[ 1 -1 -1  1],[13 13 11 11],[   0.        0.     1318.9265    0.    ],[-263.911   1699.9874    49.30008 1000.39685],3.5662616240770786e-05,122.183276172586
1479,4,[64534.344 46221.574 45179.57  24222.115],[1.0703133 0.7474609 1.0017335 1.774102 ],[ 2.4432676 -0.8424636  0.2442024  2.1518476],[105165.03   59746.08   69807.945  73449.05 ],[ 1 -1 -1  1],[13 13 13 13],[0. 0. 0. 0.],[-726.34015 -726.34015 -586.1192  1819.4661 ],1.3669017515029296e-05,184.6672720838656
1482,4,[65370.848 36585.07  21509.045 12286.88 ],[1.0813719  1.7479602  1.0395554  0.05988068],[-1.990253   2.761492  -2.958956   0.6354526],[107464.89  108237.08   34216.28   12308.915],[-1  1  1 -1],[13 13 11 11],[0. 0. 0. 0.],[  843.8524   -442.46817 -1013.89746   849.0755 ],1.4730910855922674e-05,125.53137636671762
1483,4,[108514.91   16896.604  14329.316   8641.923],[ 0.36521733 -0.3842904  -1.3258027  -0.63277733],[-1.9763074  -1.2465612  -0.74584615  1.49409   ],[115832.766  18159.979  28879.469  10430.573],[-1 -1  1  1],[11 13 13 11],[0. 0. 0. 0.],[-1263.26       548.3616    -199.2909      33.686737],1.8373691786723922e-05,125.24165327789031
1484,4,[68189.336 35603.457 26717.162 23365.645],[ 0.06206005 -0.9811909  -0.89193624 -0.16838883],[2.3328319  0.7248086  2.0525265  0.98471427],[68320.695 54161.684 38068.24  23697.928],[ 1 -1  1 -1],[11 11 13 13],[0. 0. 0. 0.],[2912.959   -440.66464 3104.5918   916.5459 ],2.946939424817342e-05,124.50452530681615
1485,4,[41406.19  33118.395 32032.031 30421.953],[0.5416557 1.1069404 1.621592  0.6964383],[ 1.5587556  1.7867767 -3.130147  -2.5292568],[47630.375 55567.094 84223.89  38102.887],[ 1  1 -1 -1],[13 13 13 13],[0. 0. 0. 0.],[ -38.440857 -199.78033  -260.10574  -656.2774  ],3.3440735440656364e-05,123.04967057795075
1486,4,[80880.65  42009.133 18679.135  8962.284],[ 0.3515267   0.08870716 -0.8269763   1.2084154 ],[ 0.26201987  0.5920151   2.8930671  -0.6459071 ],[85929.57  42174.656 25438.783 16342.372],[ 1 -1 -1  1],[11 13 11 13],[0. 0. 0. 0.],[  987.9706      208.22632   -1134.6346       -4.9523926],1.643891025858232e-05,125.3013392908548
1488,4,[52041.965 36024.785 21550.936  9412.959],[-0.68073547 -0.8934512  -1.6038376  -0.5929119 ],[-0.09702434 -3.1093447   0.8587159  -1.7758547 ],[64573.094 51385.668 55743.75  11117.04 ],[-1  1 -1  1],[13 13 13 13],[   0.        0.     1003.348  1382.3619],[ 478.6759  -482.99988 -143.75241  826.9435 ],1.7376763469563273e-05,123.14785086190797
1489,4,[40327.89  33145.97  17951.676 13768.237],[-0.14116524  1.1259913   0.09716441  0.21016277],[ 2.6625116  -0.80621904 -0.77616614  1.8111823 ],[40730.38  56474.145 18036.482 14073.419],[-1  1 -1  1],[11 11 11 11],[   0.        0.     1124.3607    0.    ],[ 169.65027 2426.3145  1251.358    153.39066],0.0,121.22265747205759
1490,4,[169984.53   39615.945  19498.932  18374.46 ],[-0.3608334  -0.23221403  0.17647474 -0.00399917],[ 0.46178046 -0.21082874 -1.2307732   1.0374161 ],[181171.17   40689.004  19803.352  18374.912],[ 1 -1 -1  1],[11 13 11 13],[0. 0. 0. 0.],[2086.6597   814.5383  -197.2435    51.29956],2.4791817807528867e-05,126.31670572045174
1493,4,[42676.496 28748.885 23744.393 22567.178],[ 0.42589477 -0.92059183 -0.14065006 -1.836193  ],[ 0.660494    0.30299142  0.7382601  -0.61304927],[46605.82  41816.1   23979.64  72576.445],[ 1  1 -1 -1],[11 11 11 11],[0. 0. 0. 0.],[-204.0246  2344.6094   100.37674 4389.1377 ],2.5074114323141107e-05,127.67559043919084
1500,4,[57580.48  37419.11  20548.205 20420.227],[-0.59711516  0.30735484  0.37733337 -0.4632267 ],[-0.14584887 -1.7070915   0.26777378  1.1357603 ],[68154.19  39200.504 22028.477 22650.56 ],[-1  1  1 -1],[11 11 11 11],[0. 0. 0. 0.],[-2.3906195e+02  4.0870752e+03  2.6519165e+00 -6.1971368e+02],1.6453076435061026e-05,124.4736319631281
1501,4,[53580.88  49705.31  25195.195  8219.589],[ 0.9534287   0.28125116 -0.45817706  1.407503  ],[ 2.1430323   1.5091866  -0.12404323  1.0056285 ],[79835.72  51684.203 27886.55  17797.754],[-1  1 -1  1],[11 11 13 13],[0. 0. 0. 0.],[-612.1631     22.249084 -432.53058  -432.53058 ],9.338163544175775e-06,125.43397736102823
1502,4,[57089.516  33561.945  14873.876  12194.1455],[0.23316604 1.850341   0.72774994 1.183159  ],[-0.1917972  1.0306786  0.9359942 -2.0082707],[ 58648.53  109398.09   18989.562  21772.53 ],[ 1 -1 -1  1],[13 13 11 11],[1717.4192    0.        0.        0.    ],[3232.6577   209.75781 1378.8428   416.30243],1.5920830584434143e-05,124.8920958691875
1503,4,[108327.67   85807.34   19748.127  16810.727],[0.09204549 0.40996626 1.7962546  1.0008848 ],[2.7687743 2.863345  2.7461808 3.0963163],[108786.945  93119.83   61149.68   25957.797],[-1 -1  1  1],[13 11 13 11],[0. 0. 0. 0.],[ 140.84534     9.534119  199.58698  -181.00162 ],1.3606362144950245e-05,124.09710069684273
1506,4,[42563.207 38290.934 18956.85  10821.677],[ 0.07584379 -1.0232792  -0.8870214  -0.37854254],[ 3.0686278   0.57688004 -3.0532641  -1.9733033 ],[42685.812 60149.656 26916.527 11606.804],[ 1 -1  1 -1],[13 11 11 13],[0. 0. 0. 0.],[ 1830.7985   523.563   -547.4443 -1532.2545],1.3201935173996003e-05,119.5481767033029
1507,4,[77191.08  27695.545 22286.297  9279.962],[-1.2902935  -1.9787685  -0.77984214 -0.9113088 ],[-1.0013552 -2.9735966 -2.0318286  0.626976 ],[150871.61  102086.73   29413.715  13407.984],[ 1 -1 -1  1],[11 11 13 13],[1853.7874    0.        0.        0.    ],[-1510.6523  1568.8953  -772.8562  1427.5227],1.6241774703045606e-05,119.73057901793287
1508,4,[61406.105 29184.545 24615.074 17461.158],[-0.69324416 -0.5724676  -0.5582186  -0.47361937],[-2.1071897 -2.9363425  1.0850037  2.0236347],[76762.1   34098.75  28550.83  19456.443],[ 1 -1  1 -1],[11 11 11 11],[0. 0. 0. 0.],[ 5256.1934      57.210846 -1254.7598    1975.3546  ],1.5261392889013253e-05,118.80738444140847
1511,4,[53450.402 45239.074 26089.854 17684.48 ],[ 1.3465340e-01 -2.7371600e-01  3.6197141e-01  1.5898148e-04],[0.3870118 2.7721496 1.8537103 2.3658793],[53935.703 46944.348 27817.986 17684.797],[-1  1 -1  1],[11 11 13 13],[0. 0. 0. 0.],[2024.9224  -730.60004 -945.17004 1299.8588 ],1.3692010297593343e-05,125.62817015568083
1513,4,[59213.39  32615.74  20845.662  9119.971],[-1.5384822  -1.0166864  -0.45859796 -1.4925138 ],[-1.5343443  1.6875349 -1.0085919  2.4028172],[144250.4    50975.348  23076.639  21309.395],[-1  1 -1  1],[11 11 13 13],[0. 0. 0. 0.],[-206.8421  -329.38925 -238.56308 -238.56308],3.765263623362245e-06,126.46445826642082
1514,4,[63174.72  51767.215 25737.57   9884.301],[-0.6587277  -0.43500707 -0.65589136  0.5772891 ],[ 0.26422197 -1.5637223  -0.05371037  1.1620392 ],[77384.03  56742.926 31475.148 11578.069],[-1  1 -1  1],[11 11 13 13],[   0.        0.        0.     1102.0182],[ 281.33075 1252.0029  -365.01224 -365.01224],1.403813806164217e-05,126.30316736252702
1515,4,[50654.15  32983.477 17366.176  9737.246],[ 0.32952294  1.1133957   1.45984    -0.08761919],[-1.2134696  1.7989652  2.9027696 -2.4997115],[53429.273 55628.637 39400.04   9775.218],[ 1 -1 -1  1],[11 11 13 13],[   0.     1169.4047    0.        0.    ],[-337.47772 -686.25977 -186.17358 -419.5254 ],2.5198038669634696e-05,123.5509421265073
