entry,photon_n,photon_pt,photon_eta,photon_phi,photon_etcone20,photon_ptcone30,photon_isTightID,myy
135462,2,[80990.14 40764.47],[ 0.04763724 -1.7412461 ],[-2.5438464 -2.5201972],[1235.3419  -289.16925],[0. 0.],[ True  True],117.05927085861707
135625,2,[65336.36  60532.008],[-0.89026576 -1.7078408 ],[ 1.726123  -1.8745159],[-1252.1016    469.61627],[   0.     4626.0073],[ True  True],133.3981628705123
135658,2,[49357.797 30815.152],[2.3063388 0.1310296],[0.77785885 2.211716  ],[ 348.1996 -659.6116],[0. 0.],[ True  True],114.67110926421111
135682,2,[80071.266 33364.703],[-1.2165308 -0.8375907],[-1.5827491  1.7799126],[ 619.4675 -587.4426],[0. 0.],[ True  True],104.61558110589164
135917,2,[64673.805 41060.055],[1.2861882 1.6646277],[ 1.4108517 -1.794054 ],[-458.36542 3790.0415 ],[   0.    5202.161],[ True  True],104.86311010377199
135918,2,[64033.836 30576.518],[-0.31679875  1.5405902 ],[ 0.37928602 -2.6249917 ],[-401.43298    10.670151],[   0.     1192.8218],[ True  True],129.3407836679579
135927,2,[74999.96 32390.39],[-0.137762  -1.7591363],[-2.1661487  1.8287858],[ -19.870178 -682.54456 ],[    0.    23506.088],[ True  True],126.35934184669861
135943,2,[43457.8  38700.37],[-1.8543656   0.19249699],[-2.805666   -0.42186803],[102.98016 849.07886],[4390.3086    0.    ],[ True  True],125.23494048952061
135982,2,[47699.074 35273.89 ],[-1.8177133   0.26570013],[-0.59411347  2.2330513 ],[ -77.85315 1041.4675 ],[0. 0.],[ True  True],130.08994041320506
136034,2,[66500.25  57006.414],[-0.9990534 -1.5750089],[ 1.2305477 -1.8016498],[ 237.37863 -190.10132],[0. 0.],[ True  True],128.10597042346427
136187,2,[76601.48 40975.49],[0.7026826 1.7317599],[ 0.2614957 -2.889553 ],[ 368.40027 2303.387  ],[1265.4539 9164.0205],[ True  True],127.21130389328916
136310,2,[45734.664 38796.504],[-0.20150962  1.2985201 ],[-0.14673968  3.1187377 ],[1315.2664 1133.894 ],[   0.     5244.9487],[ True  True],108.94810886307252
136409,2,[102304.95   36306.797],[ 0.64775586 -0.17834868],[-0.937068   2.1341908],[-291.9378   297.48376],[   0.     4289.0625],[ True  True],132.36856326294398
136608,2,[64464.633 41230.793],[0.09021005 1.26019   ],[ 2.5638633 -0.829523 ],[-101.393616 -917.77466 ],[   0.     1538.4115],[ True  True],120.56879086723934
136667,2,[78253.71  35706.152],[0.58703667 0.5048584 ],[ 2.132696  -0.5562269],[223.0416  165.11566],[2210.2048    0.    ],[ True  True],103.11449599973749
136677,2,[108411.92   35189.375],[-0.08145225 -0.83318603],[-0.7233721  1.1815138],[-775.8422     34.935425],[0. 0.],[ True  True],111.31533648779828
136692,2,[41105.27 33414.67],[-1.5585155   0.34126437],[ 1.0717999 -1.442905 ],[-141.50784  648.7972 ],[   0.     1389.6204],[ True  True],107.75607458320997
136739,2,[55042.855 32357.768],[0.04429803 1.3387066 ],[-2.4138732   0.93372864],[2905.0586  230.5127],[0. 0.],[ True  True],102.34127918358429
136770,2,[64860.008 33030.535],[-2.049543   -0.40185025],[-2.6976256   0.09731901],[-47.474487 639.8289  ],[5077.086 9970.876],[ True  True],124.78687337566662
136792,2,[74067.22  42056.406],[-0.36080766 -1.2742457 ],[-1.8167435   0.83156985],[1152.6411  423.473 ],[0. 0.],[ True  True],120.42495600015583
136874,2,[60425.164 47448.91 ],[-0.21023057 -0.62368846],[ 2.7367    -0.7304661],[  86.29547 2368.363  ],[    0.    14911.518],[ True  True],108.0016036748352
136916,2,[60741.977 30723.924],[-1.076801   0.9084084],[0.07383617 0.04946929],[ -72.13074 1426.9293 ],[0. 0.],[ True  True],100.55947982259639
136989,2,[57591.812 55796.316],[ 0.00716933 -0.04028212],[0.47537026 3.016406  ],[-227.99219 -856.96094],[0. 0.],[ True  True],108.3343095632625
136996,2,[48207.688 34137.473],[-0.02343944  2.1481864 ],[ 1.7267816 -1.2361577],[1.8365479e-01 4.9027380e+02],[0. 0.],[ True  True],133.65421167319346
137014,2,[48858.004 39079.7  ],[-0.16719362  1.9687691 ],[ 2.0756834  -0.81415135],[-358.25037  210.00949],[0. 0.],[ True  True],141.72844189406692
137039,2,[64070.42  39152.066],[-0.39282998  1.285257  ],[-0.08378512 -2.515277  ],[-690.5614 -943.2306],[   0.     5224.4946],[ True  True],133.06571746382176
137058,2,[42322.31 37611.39],[ 0.04105371 -1.5260143 ],[ 2.7785223  -0.13666768],[2563.592    223.30334],[4072.8694    0.    ],[ True  True],105.18233129319037
137078,2,[88666.45 62131.39],[-0.98815596  0.51613003],[ 0.14807373 -0.12860277],[-580.7419    80.39145],[0. 0.],[ True  True],124.17965262179378
137101,2,[78827.53 66082.8 ],[ 0.7613655  -0.07493722],[-2.113274   0.6022411],[-916.4555  877.3417],[0. 0.],[ True  True],154.1614726009056
137120,2,[55199.75  47078.664],[-1.6659037  -0.21805654],[ 2.483311  -0.6027789],[ 968.4518 3106.9233],[    0.    31628.418],[ True  True],129.82764163143176
137178,2,[61749.207 53702.113],[-0.8718844  -0.63460684],[-1.4519228  1.8123842],[952.4818 996.5049],[12655.689     0.   ],[ True  True],115.76680157063198
137238,2,[74515.66  63299.793],[-1.7659796 -1.2807363],[-2.6871653   0.19123325],[ -88.823364 -834.23486 ],[3831.2668    0.    ],[ True  True],140.26773383554294
137242,2,[76007.99  41056.258],[1.0028279 1.0123075],[ 1.5630567 -1.281419 ],[103.34308 495.16037],[   0.    9190.232],[ True  True],110.49540208887035
137274,2,[70453.46  43504.254],[-0.92755127  0.08495248],[ 1.0617465 -2.24899  ],[-890.3022 2545.1565],[   0.    9406.987],[ True  True],124.87013838567756
137333,2,[81925.2  56789.22],[-0.7491932 -1.9139756],[ 1.1031572 -1.5817602],[105.136475 735.8726  ],[0. 0.],[ True  True],157.21048126815853
137363,2,[115641.87   52208.723],[0.9236018 1.1500373],[-3.0600865  -0.14406161],[2922.7925 1149.7733],[ 4452.615 13274.177],[ True  True],155.41894999500593
137401,2,[57679.21 50169.91],[ 0.7520445  -0.08127665],[-2.5387948  0.7820644],[2804.085    186.95169],[3699.1174 1622.0968],[ True  True],116.66536125774985
137417,2,[70986.49  53547.465],[-1.8514673 -0.8800262],[ 1.3671988 -1.6264429],[ 469.22162 1622.5223 ],[    0.    12247.658],[ True  True],137.83972273707977
137478,2,[80026.164 37220.93 ],[-0.9256247 -1.9603124],[-1.7718084  1.7371651],[ 460.47888 3020.2764 ],[0. 0.],[ True  True],122.47771554615112
137490,2,[73366.695 52923.406],[-1.7121608 -0.9726157],[-0.8693061  2.154855 ],[-219.7268  -248.70187],[7533.703    0.   ],[ True  True],133.04121704844894
137557,2,[53324.973 51168.02 ],[1.5444027 0.9481779],[-2.1217842   0.94958913],[-341.16696  756.40234],[0. 0.],[ True  True],109.0857966995557
137642,2,[62783.05  61291.383],[-1.0433742 -0.6979277],[-3.13055     0.06320667],[-759.73785 -334.99762],[0. 0.],[ True  True],125.87913952642002
137747,2,[48169.383 34869.285],[-0.2949044  1.0297151],[-1.8555576  1.3512822],[2474.0125 -692.1521],[ 6342.4175 10465.856 ],[ True  True],100.57544381424331
137766,2,[53377.996 44898.16 ],[-0.25429937 -1.6646494 ],[-2.5667121  0.5734899],[ 167.38226 1669.5826 ],[1269.3683    0.    ],[ True  True],123.27911865899188
137789,2,[47706.582 39898.645],[-0.41577876 -1.5619731 ],[ 1.9727219 -1.0689297],[ 81.570435 582.6315  ],[   0.     1764.5542],[ True  True],101.88921471576344
137824,2,[56415.445 42727.305],[ 0.01252432 -1.1660566 ],[-2.7867103  -0.59401447],[-301.29608 -424.25238],[0. 0.],[ True  True],106.69496865306097
137874,2,[92408.2  54110.44],[2.0909436  0.95706403],[-2.9967887  1.8928372],[ 591.9012  -303.23782],[0. 0.],[ True  True],124.03636324507423
137909,2,[121157.01   39372.137],[1.8330666  0.83503574],[ 2.7385447 -1.2321881],[2282.447  2000.2642],[11410.169   7491.3965],[ True  True],145.4105882853028
137940,2,[48300.844 32769.33 ],[ 1.3024969  -0.47078872],[-2.8260038   0.19341485],[-343.47864 3923.0112 ],[0. 0.],[ True  True],112.84316390064585
137976,2,[76502.81  55615.812],[ 0.45660254 -0.11727855],[-0.7079159  2.927904 ],[1891.579    743.28766],[   0.     1064.7164],[ True  True],132.0640769507824
138055,2,[73074.89 71558.54],[-1.1442727  -0.94477993],[-2.0372667   0.94459766],[-296.95306 -505.3979 ],[0. 0.],[ True  True],144.88684702052458
138057,2,[53906.395 38019.12 ],[-1.2891396   0.92220175],[ 0.18347128 -2.09447   ],[-674.60333 -312.97568],[1084.0358    0.    ],[ True  True],146.9522784577647
138162,2,[57942.867 53794.523],[1.2773074 1.7183603],[-0.85931325  2.5206773 ],[-1142.8491   1007.96936],[0. 0.],[ True  True],113.61320374230905
138191,2,[51931.676 50777.08 ],[-0.66627294 -0.48182833],[ 0.80597925 -2.2124746 ],[ 652.99365 1828.608  ],[0. 0.],[ True  True],102.94553879783511
138228,2,[53582.51  49168.855],[0.03012811 1.1395645 ],[-1.3735014  1.1331997],[-246.82837 -953.9744 ],[0. 0.],[ True  True],114.45933021873822
138327,2,[122909.12   30543.623],[0.22210954 0.74051416],[-1.1166422  1.2224538],[-313.95813 2651.9802 ],[2180.4202    0.    ],[ True  True],117.29194254866465
138337,2,[61266.645 46792.625],[ 1.3392166 -0.5734059],[-1.2253191  1.8514444],[-786.357   -737.41205],[0. 0.],[ True  True],159.86179675297387
138382,2,[70448.89  41782.125],[ 1.1700547  -0.68015105],[-1.9156605 -0.9089569],[1104.1201   337.50708],[5039.859    0.   ],[ True  True],126.64617957147972
138413,2,[67737.71  48343.848],[-1.6697896 -1.8295642],[-0.9975132  2.2371948],[1268.1685 1565.2114],[   0.    3275.067],[ True  True],114.69179617979393
138521,2,[51791.66  47653.992],[-2.354619  -1.3663079],[-0.0047438  3.113961 ],[147.6611  243.12363],[0. 0.],[ True  True],111.73392048193229
138522,2,[60515.344 38279.12 ],[-0.16203961  0.90337646],[-0.60463846  1.7297934 ],[1015.67535 3080.7869 ],[    0.    14780.928],[ True  True],103.55994017919939
138579,2,[44174.48 41046.03],[-0.57821405 -2.027868  ],[-0.619478  -2.8151972],[859.2206  236.87314],[3638.2354    0.    ],[ True  True],101.36159064429044
138668,2,[71821.16  55557.516],[-0.12829532  1.0365932 ],[-0.0050029 -2.6185904],[ 280.02063 1634.0472 ],[   0.    9844.629],[ True  True],144.6693657797795
138813,2,[58261.918 32852.45 ],[ 0.9861553 -1.3173708],[-0.95593345  1.6189437 ],[3180.4136 2658.1738],[7737.1006 7439.062 ],[ True  True],150.26427224123984
138905,2,[46603.92 38878.37],[ 1.2874342 -1.0498585],[ 1.7739954 -1.386671 ],[-905.554    754.72437],[0. 0.],[ True  True],150.18943081746497
138915,2,[45702.074 36598.797],[ 1.1766148 -0.9242742],[ 2.076765  -1.3707333],[-232.38715 1700.4565 ],[4942.8765    0.    ],[ True  True],130.63627882294088
138983,2,[61717.156 61644.652],[-1.1125222  -0.97630095],[-1.6858795  1.6148558],[-555.0071  710.531 ],[0. 0.],[ True  True],123.2586136524287
139116,2,[79131.02  31199.363],[1.7709132  0.50052124],[-0.35721403  2.551606  ],[-152.66418 2635.1387 ],[   0.     1953.6614],[ True  True],119.54989493485883
139117,2,[58037.13 42026.98],[0.7099445 2.045196 ],[-0.4013835  2.5778055],[ 301.9713 3593.5278],[0. 0.],[ True  True],121.35391413042112
139323,2,[67747.45  40660.508],[0.1065036  0.46718523],[-2.6749997  0.8269823],[-279.2215  886.7953],[0. 0.],[ True  True],105.00914904595959
139363,2,[50687.848 39419.637],[-1.2828732   0.83706725],[ 1.8816988 -0.5010506],[-798.8502  803.7102],[    0.    11651.371],[ True  True],140.65930385586333
139379,2,[50958.49  31836.266],[-0.96515733  1.5421162 ],[-2.9242895   0.40326694],[1175.9258  595.7777],[3322.9685    0.    ],[ True  True],152.41126567449115
139438,2,[53394.88 47332.35],[0.14153844 2.145538  ],[-0.68648267 -1.7707802 ],[2577.107  1134.0056],[0. 0.],[ True  True],129.33177761833812
139444,2,[69602.7  37375.52],[-1.133529   0.5728905],[ 1.7099032 -0.8955062],[815.8485 156.4317],[0. 0.],[ True  True],138.84078944854758
139490,2,[63222.32  49689.773],[0.88390607 1.7981137 ],[-1.3753685  1.4380308],[-778.1342 1507.0154],[0. 0.],[ True  True],122.65518000613456
139491,2,[79737.73 48702.44],[-0.56800854  0.44518572],[ 2.3768137 -1.2783684],[3517.8508   322.07498],[   0.     1374.8745],[ True  True],137.37235361536378
139511,2,[106763.49  57106.21],[-0.6706379 -0.6379883],[ 1.1582456 -2.322304 ],[-350.1336  -181.03033],[0. 0.],[ True  True],153.9484841873902
139529,2,[56889.86  45216.867],[-1.2265333 -0.165752 ],[-0.08757199 -3.1237037 ],[3642.2393   326.02362],[0. 0.],[ True  True],115.91957835458976
139534,2,[65416.062 55094.27 ],[ 0.44674185 -1.0525793 ],[-1.3691853  1.968743 ],[ 642.8878  -184.84308],[0. 0.],[ True  True],154.9696971096312
139551,2,[41608.547 31074.836],[ 0.76040626 -1.0778037 ],[-2.804949    0.40408644],[929.0049   -46.605713],[2218.9622    0.    ],[ True  True],104.46302878444
139563,2,[79975.875 51756.227],[1.2979363 1.0572389],[ 2.4089508 -1.846442 ],[ 263.08838 -554.0672 ],[0. 0.],[ True  True],110.32855878471511
139578,2,[99178.98 45350.96],[1.0371218 1.83048  ],[ 3.0594049 -0.3898803],[-171.76636      1.8148193],[0. 0.],[ True  True],143.3584234515085
139607,2,[61379.22  57912.473],[0.44174534 0.946284  ],[0.23536389 2.9900267 ],[1896.8918 -707.365 ],[0. 0.],[ True  True],120.90135309284229
139610,2,[40174.867 34955.3  ],[-1.6881614   0.05286149],[ 1.6868612 -1.0705644],[1723.5823   693.94995],[ 3858.1648 13636.111 ],[ True  True],104.2078305329595
139615,2,[86295.41  40841.785],[-0.34575167 -0.9198148 ],[ 0.6755641 -2.481478 ],[ 854.47046 2869.3047 ],[   0.    4373.072],[ True  True],123.65565956105098
139659,2,[52665.71  46199.348],[-1.1059649  0.7821289],[ 0.9049887 -2.3430443],[2559.5984  -148.71176],[0. 0.],[ True  True],145.88363678903107
139766,2,[51199.59  40733.117],[ 0.8267867 -0.6481004],[-0.37114388 -3.0614588 ],[-181.91656 3182.6743 ],[   0.    2540.017],[ True  True],115.52273766391463
139831,2,[66474.22 35142.84],[ 0.80454034 -0.56575656],[-2.1344683  1.8449825],[-225.82184  889.6454 ],[    0.    10374.288],[ True  True],113.64625504405697
139871,2,[104287.586  38307.79 ],[1.7834586 0.268189 ],[-0.7135297 -3.1016471],[-206.92453 1365.3582 ],[3572.2373 2676.9578],[ True  True],157.7502198854704
139887,2,[57146.723 35282.453],[-1.7714031  -0.03713953],[ 2.170874  -1.4105444],[-146.89325 3423.9048 ],[0. 0.],[ True  True],124.20307304454478
139926,2,[60528.86 43788.24],[ 0.61086816 -0.30826   ],[ 1.0066049 -2.1630075],[-1934.4137  3508.9382],[0. 0.],[ True  True],114.02174650539345
139973,2,[83762.21  38932.484],[-0.19402204  1.1194137 ],[-0.73644    1.5659814],[-939.4797 1839.4866],[0. 0.],[ True  True],131.76451350907408
139981,2,[49992.383 39380.406],[ 1.3153359 -0.9699115],[ 0.94776773 -1.5267714 ],[ 642.0797  -622.62195],[1433.8749    0.    ],[ True  True],150.47448637900195
140000,2,[60138.457 40533.062],[-1.0042502 -1.5353097],[-1.5321927  1.2079896],[-105.23166  814.43854],[    0.    12282.787],[ True  True],100.33259255927886
140006,2,[68175.04  36396.812],[ 0.02517219 -1.2089272 ],[ 1.1638803 -1.92877  ],[1842.3271 3235.8938],[    0.    12745.874],[ True  True],119.17732276489487
140064,2,[67755.77  49815.824],[ 0.05698636 -1.1449187 ],[-0.48926148 -2.9129221 ],[246.93906  58.20465],[0. 0.],[ True  True],131.63141572477187
140185,2,[64721.54  46516.695],[1.1556237  0.18544286],[ 0.48842216 -2.422621  ],[1157.9868   897.29114],[5282.2583    0.    ],[ True  True],122.25521293614345
140202,2,[62740.707 61742.375],[2.220007 1.831242],[ 2.7367387  -0.40068424],[ 870.1722  -425.48737],[0. 0.],[ True  True],126.83792050258846
140207,2,[101508.33   33018.914],[-1.7140732  -0.84650105],[ 1.986343   -0.31884885],[1441.2399 1797.4059],[    0.    27944.217],[ True  True],117.81599494835419
140278,2,[82988.51 64922.66],[-2.0506887 -2.1755702],[-2.0063555  1.0819997],[-639.7004       7.0009155],[0. 0.],[ True  True],147.03811270153625
140287,2,[44403.082 42502.773],[ 0.44715437 -1.0039778 ],[ 2.4364154 -1.0953493],[ 545.6689 1060.5874],[1228.2216 2029.5309],[ True  True],109.48843500095902
140354,2,[72812.55  63295.742],[1.2770171 0.6820401],[-0.21881236  2.7177346 ],[-806.19464 -583.6332 ],[0. 0.],[ True  True],141.1452593408517
140689,2,[47891.117 36596.79 ],[-0.93808997  1.1320944 ],[ 2.1329424 -1.2590654],[-373.9573 3981.6606],[0. 0.],[ True  True],132.32232805483565
140697,2,[62362.516 38954.305],[1.9727224  0.98549336],[ 3.056831  -0.8469305],[ 519.26794 -487.10107],[0. 0.],[ True  True],104.5909638120734
140723,2,[53240.477 37148.004],[ 1.0426593  -0.14986888],[-2.4770377   0.03003174],[-908.3443   165.94147],[4221.9536    0.    ],[ True  True],101.50545607080642
140781,2,[43688.926 41168.992],[ 1.3495653 -0.8139654],[ 0.19697557 -2.7761755 ],[ 3547.9424 -1710.5858],[12389.305   4327.0312],[ True  True],139.29954733015452
140887,2,[47222.44  32708.918],[-1.6131576  0.5854016],[-2.8298492  0.0874286],[1295.542  1760.8042],[0. 0.],[ True  True],130.77885793756377
140903,2,[91197.35  30286.412],[-0.46791655 -0.07184827],[ 1.7131966 -1.2563677],[-1328.3674  1257.1746],[0. 0.],[ True  True],106.79700346955582
141067,2,[68353.125 35602.496],[-0.22909912  1.793675  ],[-2.2493546  1.7351642],[ 219.08887 -824.3225 ],[0. 0.],[ True  True],148.17454294899048
141148,2,[53806.996 30170.154],[1.5736003  0.05928715],[ 0.6586684 -2.9968019],[330.812    70.01123],[4340.7085    0.    ],[ True  True],102.78508984434957
141259,2,[44756.145 34087.637],[-1.2413268   0.49679267],[ 1.5550554  -0.44195503],[2067.2893   -84.32187],[0. 0.],[ True  True],101.02213211937662
141284,2,[73533.4   60753.656],[-0.39755672 -0.5518518 ],[-1.2397681  1.7759717],[1371.487   -320.57434],[0. 0.],[ True  True],133.81177999736894
141324,2,[80643.695 40337.73 ],[1.010152  0.9518637],[ 0.6159644 -2.627273 ],[-856.06134 -232.33267],[   0.     1156.6642],[ True  True],113.97109264602625
141350,2,[68484.64  34845.895],[-0.7940998  1.0412098],[ 0.57070214 -0.26238596],[-864.1868  -470.87683],[0. 0.],[ True  True],110.12001605031072
141426,2,[95025.44 66961.56],[-0.3016371  0.9717335],[-0.594803  -1.1308825],[-1640.9644     108.582886],[0. 0.],[ True  True],116.50950796223205
141552,2,[79010.695 63353.004],[-0.89364433 -0.358014  ],[-1.8020129   0.90275353],[799.2463  310.88657],[1051.3876    0.    ],[ True  True],143.36305241417588
141668,2,[45802.918 39285.445],[-0.5777974 -2.2259374],[ 2.4619358 -0.3046939],[2323.15      -11.093903],[6008.732    0.   ],[ True  True],114.22311040799043
141713,2,[55900.79  50297.582],[1.85383   1.0428656],[-1.4426235  2.2571166],[-416.26602  774.3966 ],[   0.    5651.266],[ True  True],111.11260625670644
141788,2,[108384.195  41572.08 ],[-0.60522866 -0.07408716],[-2.7790134   0.21037659],[-613.19727 -167.11865],[0. 0.],[ True  True],138.6367117684509
141797,2,[54273.79  38423.418],[2.247733   0.88286275],[ 1.2731675 -2.6081884],[-400.45712 1401.1517 ],[15606.26     0.  ],[ True  True],108.5265542335666
141798,2,[56272.785 49471.555],[-1.076885    0.68290764],[ 0.39894688 -2.5386057 ],[ 142.51501 1804.3392 ],[   0.    8671.611],[ True  True],148.6918345029478
141952,2,[45283.285 34047.406],[ 1.2998744 -0.6013727],[0.3395136 2.9028418],[-543.3927 -388.2922],[   0.     2673.7458],[ True  True],114.6017228461672
142007,2,[67009.695 38140.234],[1.6514823  0.60985523],[ 1.7518817 -0.8009048],[ -169.90216 -1095.4989 ],[0. 0.],[ True  True],111.33391427371507
142161,2,[68934.45  30418.617],[-0.64755493  1.3332406 ],[-2.8033872   0.38160747],[750.3436 858.4203],[0. 0.],[ True  True],140.27988727086424
142316,2,[57652.727 30876.566],[ 1.2259727 -1.199751 ],[0.7313747 1.1753819],[ -23.256042 2398.379   ],[1494.2341 5030.7666],[ True  True],130.6760409511829
142345,2,[58087.742 46049.367],[ 0.8566944 -0.9643947],[-1.3317525  1.7993056],[2303.1587 2873.0076],[    0.    17486.129],[ True  True],149.36384569873061
142376,2,[67638.93  62327.777],[-0.62475646 -0.96996117],[ 1.4703958 -1.6729921],[1436.542   821.0505],[1333.5856 1126.486 ],[ True  True],131.79723490444206
142428,2,[46877.316 46403.266],[0.45864654 1.6787717 ],[ 1.1601671 -2.7849298],[-273.92145  392.48547],[0. 0.],[ True  True],105.02924694445556
142517,2,[56093.56  37847.477],[-0.86819595 -2.021102  ],[ 2.042764  -1.3483965],[-640.2359     -1.539917],[0. 0.],[ True  True],107.28037490208712
142573,2,[56729.383 50248.566],[-2.1992238 -1.9743352],[ 0.99844563 -2.581149  ],[-1289.5029    431.58627],[    0.    13682.159],[ True  True],104.92318124420125
142676,2,[46476.652 40742.906],[-2.066965   -0.66459954],[ 1.1829154 -1.9874595],[-1013.6997   -232.94946],[0. 0.],[ True  True],109.30946310521368
142679,2,[53351.57 40695.37],[1.0587176 1.8670188],[ 1.4498934 -1.8520887],[-733.1161    89.58362],[0. 0.],[ True  True],100.62991783299908
142716,2,[49002.992 44682.43 ],[ 0.8772784  -0.52269936],[-0.66188616  2.53322   ],[1083.2856 1146.139 ],[1212.0037    0.    ],[ True  True],117.43844328044096
142733,2,[82620.95  63959.914],[-1.1006905 -0.8163629],[3.0410824 0.3092664],[ 116.02545 -861.4541 ],[0. 0.],[ True  True],143.84995430901444
142741,2,[82105.08 54166.93],[-1.5828038 -2.253897 ],[ 2.9720914  -0.04137462],[620.5968 587.7742],[1159.711    0.   ],[ True  True],140.69778821224327
142759,2,[60745.4  59676.79],[-1.2185752 -1.5572711],[ 1.9728992 -1.7133538],[2836.1892   174.51361],[2211.528    0.   ],[ True  True],117.77574660748566
142814,2,[46282.215 31300.145],[ 1.334217  -1.0487152],[-2.5947707 -0.3139015],[-1112.7477   392.2066],[5249.0483    0.    ],[ True  True],133.11935576052906
142893,2,[62614.715 34502.375],[-1.162306    0.04156807],[ 0.34877902 -2.6424131 ],[ 865.19196 1314.4572 ],[1315.6708    0.    ],[ True  True],110.09352459871037
143078,2,[49692.47  47806.418],[1.7215371  0.11696354],[ 1.3170215 -2.1529398],[-209.66992 3271.299  ],[0. 0.],[ True  True],129.59658524468708
143159,2,[76722.234 56571.938],[0.7585805 1.3075162],[-2.855215    0.27543196],[ -44.818512 -545.2623  ],[   0.   2267.79],[ True  True],136.7546244793215
143173,2,[62664.57  40156.293],[1.6719213 2.3557458],[ 2.162717  -1.0242786],[3761.6516 1108.0087],[11060.754   2110.6965],[ True  True],106.22425937834184
143266,2,[72712.88  47954.312],[ 0.29525694 -0.00328799],[ 2.5084429  -0.37557954],[-1727.4464   563.9293],[0. 0.],[ True  True],118.45096584443078
143301,2,[65858.31 38582.09],[0.9716522  0.31053263],[-2.7817473   0.46292743],[ 471.81537 1288.9446 ],[0. 0.],[ True  True],106.24721904886006
143315,2,[75026.87 73019.15],[-0.525668   -0.66384256],[ 1.8700161 -1.3685927],[368.69144 127.50873],[0. 0.],[ True  True],148.21211147547157
143324,2,[41203.773 38531.977],[-1.2030679   0.55393004],[ 0.34936064 -1.9901388 ],[ 473.43478 1169.1212 ],[4415.327  2037.8285],[ True  True],108.08328827978599
143388,2,[54566.086 41708.324],[1.09146    0.14659482],[-1.4699486  1.8568275],[3083.309   127.4285],[5090.4736 1999.5652],[ True  True],105.89225741111566
143393,2,[66851.25 49058.3 ],[ 0.01909929 -0.12297124],[-0.7991217  2.4626448],[3121.3083 1291.2749],[0. 0.],[ True  True],114.61865375510745
143458,2,[98428.99 70899.45],[-0.18503612 -0.5466649 ],[ 3.0294135  -0.87714165],[1420.0289 2419.951 ],[0. 0.],[ True  True],157.9510096512335
143574,2,[85618.06  40516.215],[1.0588629  0.20309818],[ 1.1574043 -2.347118 ],[1913.6587  -187.31262],[   0.    3983.592],[ True  True],126.97648973963585
143599,2,[80418.67  45913.242],[1.6413987  0.33523592],[ 2.4168336  -0.48220754],[ 620.3784 -179.5831],[   0.    9272.743],[ True  True],147.6493004758877
143619,2,[64787.246 36187.56 ],[ 1.1517247 -0.0185196],[ 0.82258606 -2.6227536 ],[ 308.1466  -470.97144],[0. 0.],[ True  True],112.94951186543749
143666,2,[40072.79  37222.152],[ 0.57633424 -1.9224873 ],[0.2910842  0.72695893],[1070.6499  863.8014],[0. 0.],[ True  True],124.77285966698659
143670,2,[66305.375 44184.527],[-0.62310684 -0.3533498 ],[ 2.6389613 -1.0939538],[3653.145  -531.6301],[17818.934     0.   ],[ True  True],104.5862289601266
143686,2,[57516.11  51393.684],[-2.0086467 -1.5754956],[ 0.63807756 -2.9265165 ],[  53.447784 -580.3381  ],[0. 0.],[ True  True],108.93167868795886
143699,2,[58726.62  37043.785],[-0.5901468 -2.0296693],[-1.6715683  0.7850174],[1071.9528 1278.7983],[0. 0.],[ True  True],114.2919012229579
143825,2,[66250.945 52152.137],[-1.1584836 -1.0653149],[0.3472263 2.9134693],[2652.7495   592.47864],[41510.047     0.   ],[ True  True],112.86270413808988
143893,2,[54116.164 43707.465],[1.0114875 1.8473215],[-2.56326    0.7808596],[-178.41336  697.36975],[   0.    2139.215],[ True  True],105.42928432636594
143902,2,[66849.15 49410.23],[1.7692974  0.61826646],[ 0.8534536 -2.3666518],[ 999.8834 2270.8096],[1323.8575    0.    ],[ True  True],134.43536843092073
143964,2,[59545.516 39815.562],[-0.0115825 -1.1888285],[-1.2682434  2.2917457],[ 378.67557 -678.6152 ],[0. 0.],[ True  True],112.94936741178952
144048,2,[63936.56  40560.332],[-0.8100793   0.21498522],[ 2.9232914 -0.2772437],[ 233.33084 -202.16315],[   0.     1935.4214],[ True  True],115.48237525980532
144266,2,[117222.66   45234.582],[-0.08828293 -0.931675  ],[-2.91266  -1.030798],[-505.2937  -996.97345],[0. 0.],[ True  True],133.60999326780376
144326,2,[79138.11  50601.824],[-0.2392044 -1.650026 ],[-0.6297826  2.4746532],[-1724.6987   806.9751],[   0.     1096.6129],[ True  True],159.36211137719332
144334,2,[68476.66  48541.367],[1.5616996  0.52475226],[ 1.552767  -2.5368655],[-59.28424 222.86539],[0. 0.],[ True  True],120.13132432442139
144488,2,[62233.6   45169.637],[1.6478008 1.7258768],[-2.5194802   0.59970677],[ 114.79718 3180.128  ],[    0.    19132.135],[ True  True],106.11319495980491
144498,2,[48142.098 42978.87 ],[ 0.25949118 -1.036814  ],[ 1.34314   -1.9359615],[2691.0369   297.73074],[2724.2825 3851.405 ],[ True  True],110.58580913651151
144567,2,[73417.15 53376.49],[-0.9991948  -0.71922547],[ 0.8584697 -2.0336082],[  53.763855 3367.7712  ],[   0.    3237.045],[ True  True],125.46499002552703
144617,2,[95072.65 40590.07],[-1.5385916  -0.03998566],[-2.719033    0.09101307],[  23.99054 3753.8574 ],[52991.805   4391.0815],[ True  True],159.47012195561172
