entry,photon_n,photon_pt,photon_eta,photon_phi,photon_etcone20,photon_ptcone30,photon_isTightID,myy
131949,2,[53349.523 41330.137],[-0.46000585  0.9624599 ],[-0.48054212  2.734014  ],[ -68.52899 2451.9836 ],[2845.091  6617.3735],[ True  True],118.63575476078071
131969,2,[56280.844 31260.16 ],[ 0.22827765 -1.3150316 ],[ 2.2903996  -0.70633507],[-352.61154  -104.735855],[0. 0.],[ True  True],109.96185607357151
131987,2,[69292.43  39377.625],[-2.1379352  -0.32768625],[-1.9007452  2.7702403],[2481.3438  -201.30383],[3543.69    0.  ],[ True  True],131.7165656768836
132053,2,[54608.83 34650.01],[-0.6526635  1.2342263],[-2.3445644   0.70099205],[2906.4485   525.43823],[12358.321 14265.095],[ True  True],128.60775953203327
132058,2,[62729.395 55707.113],[-0.16750506  0.69904125],[ 0.0191887 -2.9693794],[-808.0669  -544.88696],[   0.    1057.086],[ True  True],129.18435314207582
132076,2,[53758.37  48951.156],[-0.43670774 -1.9213512 ],[ 0.06665593 -3.025589  ],[-408.2382   -34.89691],[   0.     3765.2136],[ True  True],132.162456637092
132088,2,[46696.016 34190.73 ],[-1.5770562  0.6680597],[-2.062013   1.5754137],[3666.592  1982.5836],[0. 0.],[ True  True],134.35675481406733
132091,2,[96393.85  31915.297],[-1.6339281  -0.11694486],[-1.4153291  2.9271116],[ 819.82117 -450.0538 ],[0. 0.],[ True  True],130.0898274815014
132165,2,[61686.6   34449.863],[-0.51793766  0.6460288 ],[-1.1263369  1.9245877],[1974.9609 -336.7343],[0. 0.],[ True  True],108.17640976625603
132198,2,[57306.85  53450.254],[0.5174601 2.0621128],[-3.1274612  -0.62920004],[2453.1218   100.01996],[1453.7003    0.    ],[ True  True],141.10181874996772
132296,2,[50071.945 45132.188],[-1.1592667 -2.131378 ],[-1.7458799  1.3114351],[1910.856  808.9  ],[3703.452    0.   ],[ True  True],106.45427429774125
132378,2,[40483.03  32871.805],[-1.9616015   0.66011965],[-0.17200665 -3.0007293 ],[ 513.0833 1083.2961],[0. 0.],[ True  True],144.70424894461993
132400,2,[76320.94 68888.34],[-0.6260849 -0.9534271],[-1.8738582  1.203564 ],[2332.3982   669.79175],[6228.2188 1635.3333],[ True  True],146.89202578831643
132466,2,[61406.73  37928.824],[-0.3876793   0.28214738],[ 1.8600452 -1.473007 ],[-862.8557 -178.8085],[    0.    25987.383],[ True  True],101.56706942242374
132533,2,[77334.92 46980.36],[0.9085022 0.7333921],[ 1.9271823 -1.7838432],[ 107.823425 2407.0315  ],[1992.1116 7478.57  ],[ True  True],116.18083894397473
132594,2,[52207.39 49887.29],[-0.43864158  0.40079457],[ 0.3205269 -2.739415 ],[  -7.472687 1371.733   ],[0. 0.],[ True  True],111.11335188400832
132603,2,[57495.2   47402.777],[0.07223185 0.9529274 ],[-1.9641356  1.1305541],[1146.6555  653.8196],[1428.544    0.   ],[ True  True],114.67284751344292
132702,2,[84001.52 69781.58],[1.6902148 1.2939603],[2.7798922 1.0826808],[ -609.7002 -1113.5659],[0. 0.],[ True  True],118.88695595092395
132707,2,[79825.85  54740.055],[-0.7825047 -1.8092518],[-0.5919577  2.8837066],[-514.287  1836.0735],[   0.     1973.2244],[ True  True],148.39563137764756
132802,2,[40684.523 31226.31 ],[-0.06080373  2.2062194 ],[ 1.957181  -1.2853835],[ 588.1138 1517.0356],[0. 0.],[ True  True],122.14737273805217
132817,2,[46609.715 36350.773],[-1.9176304  -0.05047742],[-0.73519653  2.4253325 ],[-611.16675  787.00244],[0. 0.],[ True  True],120.87898845048163
132855,2,[54395.727 51659.367],[-2.0830054  -0.17898057],[-2.7781315 -1.2870647],[ 400.28302 -995.1113 ],[7007.2593    0.    ],[ True  True],137.2386730511369
132949,2,[40024.055 39403.664],[ 0.9966704 -1.0157611],[ 1.1478953 -2.368998 ],[-661.84     408.19998],[0. 0.],[ True  True],122.24753843462003
133018,2,[83328.57  33123.844],[-2.1606724  -0.52931535],[ 1.8741606 -1.2017908],[1797.0156 -535.7112],[0. 0.],[ True  True],141.96885284743476
133055,2,[67860.33  30614.598],[-0.34910166  1.5530585 ],[-1.1404034 -2.7188225],[  94.94873 -277.44562],[0. 0.],[ True  True],119.42289382709214
133113,2,[90065.164 52073.11 ],[-0.5917664  0.7404526],[-2.6742833  1.3766617],[-523.4713   590.08887],[   0.     5688.1323],[ True  True],157.39036079165538
133173,2,[45729.176 44821.92 ],[-0.58768547  0.5578131 ],[ 0.4030737 -2.628809 ],[ -68.06778 -197.20297],[1162.7465 1580.8544],[ True  True],105.69200689181547
133184,2,[43596.33 33055.37],[-1.1365552   0.50379443],[ 0.71588707 -2.6592321 ],[-230.16385  438.72083],[0. 0.],[ True  True],102.54303336213667
133197,2,[52719.832 30297.17 ],[-0.47535583  2.1242216 ],[-0.7831786  1.3464768],[ 915.2957 1371.8577],[1358.2946    0.    ],[ True  True],152.67124707812533
133245,2,[60934.37 34223.  ],[ 1.2489927  -0.94537055],[-1.5836407  2.05183  ],[ -468.57422 -1527.5433 ],[   0.     1076.1511],[ True  True],150.39705246710537
133352,2,[50062.56  37684.344],[-0.02697911 -1.7710224 ],[-0.34764954  1.1408049 ],[2069.2102 1498.0486],[9809.69    0.  ],[ True  True],103.97822140730123
133411,2,[83113.04  58369.055],[-1.5378119 -0.8325286],[-0.26479852  2.3654065 ],[2543.5923 1154.4866],[0. 0.],[ True  True],143.80010235880675
133419,2,[50187.977 37312.176],[-0.8459772   0.93262726],[3.0404992  0.07754841],[ 288.42014 1775.3989 ],[0. 0.],[ True  True],122.84452595776264
133451,2,[48408.74  34683.008],[1.7520267  0.24289702],[-1.2150778  1.4831238],[3690.254    203.17242],[0. 0.],[ True  True],104.87149444821539
133457,2,[50209.55  37703.613],[-1.5545064  -0.39653862],[2.770139e+00 7.804822e-04],[991.35583 826.3572 ],[0. 0.],[ True  True],100.73768737602678
133477,2,[49345.68  45888.387],[-0.9195866  1.2709087],[ 0.7322326 -2.592198 ],[-781.2258   225.15845],[0. 0.],[ True  True],157.9539825790884
133478,2,[62670.855 48981.234],[-0.9545633 -0.5317573],[-1.0453068  1.3844336],[1818.9369 1760.3586],[1314.8915    0.    ],[ True  True],106.51211053012368
133568,2,[64082.86  60603.043],[2.3335316 1.8906014],[-1.342784  2.304696],[  65.17554 1010.68884],[0. 0.],[ True  True],123.83873785067593
133677,2,[85931.91  31105.295],[1.2937434 2.150198 ],[ 1.867656  -1.9032793],[-291.56345  832.7904 ],[0. 0.],[ True  True],108.40208177814463
133696,2,[58319.016 50615.81 ],[-1.084674   0.6038952],[ 2.936471   -0.70811486],[-1005.84546     22.516815],[0. 0.],[ True  True],147.2843096249591
133784,2,[55847.   48032.07],[-0.0107442  1.301089 ],[-2.1876485   0.81562304],[1981.5721 -362.4359],[9355.908 5538.643],[ True  True],126.47514639441823
134035,2,[62910.363 42679.16 ],[-0.19219938  0.02023319],[ 1.6010822 -1.3090711],[ 390.62262 1085.8433 ],[2305.3784    0.    ],[ True  True],103.52918076997983
134063,2,[58949.92  43812.062],[-0.78793216  0.30866444],[ 1.914047  -2.0637085],[262.03442 998.01434],[0. 0.],[ True  True],109.80739277243798
134196,2,[60606.953 58336.145],[0.828821  1.6569344],[ 1.4929087 -1.8243794],[-647.9323  593.5039],[1336.2631 1623.9972],[ True  True],128.84024871144257
134231,2,[61558.652 58406.14 ],[1.3371667 0.2834418],[-2.3666828   0.45086917],[273.7934 -47.6568],[32769.926 10866.3  ],[ True  True],135.58323102453562
134268,2,[47683.6   30461.643],[ 1.810345  -0.7070673],[-2.8734515  1.2679324],[1134.9575  -117.75586],[   0.    8534.179],[ True  True],140.33326545565794
134397,2,[42190.4   36852.008],[2.2259197 0.4923856],[-1.2755677  3.026937 ],[-452.11957 1549.3763 ],[0. 0.],[ True  True],101.56278440273009
134423,2,[59071.86 40347.83],[-2.237477   -0.48340935],[-1.292125  -2.2158031],[-328.9354   268.02805],[1732.3484    0.    ],[ True  True],106.34924198990198
134534,2,[71719.04  46011.277],[0.47782347 0.9592349 ],[-1.7593141  1.928325 ],[517.89075 -58.93811],[   0.     1113.4108],[ True  True],114.10295319927582
134549,2,[125367.32   46900.258],[-0.81635976 -0.7076194 ],[ 1.5840434  -0.94407177],[1218.1545 1268.0819],[0. 0.],[ True  True],146.43870855244208
134568,2,[55227.695 45763.55 ],[0.66234493 0.0977651 ],[ 0.5223476 -2.7222152],[ 362.922 2583.838],[    0.    10537.522],[ True  True],104.45156819633972
134575,2,[56320.5   46939.742],[ 0.0068208 -0.703063 ],[-0.7662599  2.0764604],[1857.1028     25.250183],[0. 0.],[ True  True],108.3024440978057
134631,2,[100754.336  50288.83 ],[-1.8762791 -2.2122388],[ 2.4920242 -1.3960384],[ 12.2977295 828.3949   ],[0. 0.],[ True  True],134.72166363852844
134698,2,[57992.91 41539.6 ],[-0.148822   1.2013462],[ 1.364394  -1.7226094],[-315.24585 1176.9633 ],[0. 0.],[ True  True],121.36450352199917
134705,2,[56556.35  47841.125],[-0.09975924 -0.52851385],[ 0.10190601 -2.368901  ],[ 812.7101 2324.2524],[0. 0.],[ True  True],100.77430855580438
134783,2,[73279.53  62442.777],[-1.2815952 -0.9688337],[ 0.41825405 -1.4961045 ],[1482.7212 3773.2793],[0. 0.],[ True  True],112.62973104590878
134790,2,[74950.19 48278.87],[-0.53798413  0.81239337],[ 0.46885353 -2.9280803 ],[1008.9857 1296.8936],[   0.     1865.3756],[ True  True],147.99828167449425
134848,2,[54681.297 33738.66 ],[ 1.6635902  -0.18575898],[-0.17598419 -3.0940812 ],[-481.9527 3948.5518],[0. 0.],[ True  True],124.9547100170258
135034,2,[85054.4  36540.62],[ 0.02299472 -0.31895173],[-0.63869536  1.7920127 ],[-622.61926  769.372  ],[0. 0.],[ True  True],106.2691864706308
135085,2,[63547.656 50548.23 ],[-0.24922046 -1.0771203 ],[-0.1938958  2.9944193],[ 907.0659  -529.26263],[   0.     1477.8462],[ True  True],123.17571482965704
135115,2,[50854.117 47976.74 ],[1.1349251 1.7358127],[-2.069233   1.3450444],[-579.6018    -81.993866],[0. 0.],[ True  True],102.40470678500938
135154,2,[102702.27  34951.66],[-1.1932224 -1.2177596],[-2.601941   0.3535134],[ 407.3185 3505.6768],[   0.     6118.0493],[ True  True],119.31726230949464
135293,2,[75266.4 46889.8],[-1.6506257 -1.845063 ],[ 2.025014   -0.99831104],[1948.5554 -847.2311],[5565.048  7633.1597],[ True  True],119.16981731281555
135443,2,[55652.008 32344.355],[ 0.8093343 -0.5887756],[-0.253478  2.641472],[917.12805  85.29379],[4048.1272    0.    ],[ True  True],105.93168943004146
135449,2,[76393.26  48796.785],[-1.7954752 -1.7263025],[-3.1254098   0.31071493],[ 351.07202 1140.7    ],[   0.     1322.8563],[ True  True],120.86263917251466
135512,2,[63134.977 44603.45 ],[-0.20080669 -0.16970338],[-1.7404988  1.6801171],[ 592.7477 1343.833 ],[0. 0.],[ True  True],105.11448210512567
135534,2,[54826.24  46981.363],[-0.74179584  0.24041438],[ 1.6394846 -1.5813751],[-358.4356  -585.50824],[0. 0.],[ True  True],113.92263025927815
135535,2,[79105.48  43224.477],[1.5821692 2.335614 ],[2.9871294  0.29858923],[1200.3481  549.6587],[0. 0.],[ True  True],122.56387372012557
135635,2,[63691.707 38079.77 ],[ 0.0960444 -1.1124684],[-0.71269757  2.560312  ],[1992.733  2744.7488],[4554.219 9380.406],[ True  True],116.85271485657849
135706,2,[68940.516 45787.72 ],[-0.7929505 -1.7066847],[-2.1563425  1.4304651],[-112.42227 1147.818  ],[0. 0.],[ True  True],121.79957323284444
135727,2,[53485.133 43755.645],[ 0.95208687 -0.94837993],[-1.7752537  1.394526 ],[-220.45325  176.67847],[   0.     6575.6084],[ True  True],143.81484359477625
135883,2,[50481.305 38847.44 ],[-0.3376933  1.3485013],[ 2.3360353 -0.2858004],[ 364.36108 -294.45612],[   0.    9382.516],[ True  True],119.81247226655046
135930,2,[72122.74 30430.36],[ 1.0628457 -0.6503377],[ 1.3594891 -1.4617468],[-855.4615   218.75519],[0. 0.],[ True  True],129.36393426017278
135951,2,[57601.547 44487.035],[-0.08997326 -0.53294027],[ 1.168813  -1.8514888],[282.10852 889.50806],[5463.387    0.   ],[ True  True],103.55447465681601
135978,2,[68213.36  57137.996],[-0.7393008 -1.192559 ],[ 1.7679466 -1.5438389],[ 664.525   -204.64114],[0. 0.],[ True  True],127.64093278450248
136057,2,[63951.156 58047.754],[0.70393956 1.6359967 ],[ 0.1284471 -2.9311664],[-1943.6738  3482.1555],[0. 0.],[ True  True],135.23757340431126
136083,2,[68430.47  63213.117],[-0.10387602  0.00464151],[3.0697212 1.0711266],[8.0285541e+02 2.9260254e-01],[7900.2603    0.    ],[ True  True],110.8674549300234
136107,2,[59018.246 42358.53 ],[1.7793801 1.1205778],[-0.7250407  2.200223 ],[-280.40552  881.3638 ],[   0.    5711.988],[ True  True],104.9190300945877
136226,2,[57723.47  34896.668],[-0.7418435 -1.9078324],[ 2.9300768  -0.46884447],[ 83.84509 487.356  ],[1751.3683    0.    ],[ True  True],104.8237828235346
136276,2,[54620.59  53918.453],[-1.8858484 -1.1038501],[ 2.41504    -0.59055084],[ 100.13988 -494.73474],[0. 0.],[ True  True],116.70679450085419
136308,2,[53576.83 43114.17],[1.0775015 1.7312851],[ 1.7465454 -1.5679041],[ -93.21036 1740.8564 ],[   0.    9502.665],[ True  True],100.96456853389986
136383,2,[70921.29 41228.32],[0.04499557 1.0415512 ],[-1.019059   1.9991369],[1172.3455 -637.0891],[   0.     3186.3062],[ True  True],121.67036233931151
136443,2,[59526.   49593.03],[0.7920541  0.19964232],[-2.9298403  1.2403811],[ 848.8021 2268.071 ],[    0.    13926.528],[ True  True],100.08670086848892
136567,2,[70565.55  42939.125],[0.35896343 0.74375486],[-2.1944518  1.0801544],[2481.105  1025.8773],[0. 0.],[ True  True],111.89621531001113
136568,2,[65123.88  34862.004],[ 0.93314976 -0.63056654],[-1.6554526  1.1346643],[1390.6914 2655.3455],[0. 0.],[ True  True],124.83119998995343
136570,2,[59126.08  44870.715],[0.802666   0.26924396],[ 0.7561904 -2.3124073],[-533.6167 -427.7669],[0. 0.],[ True  True],106.63465051591939
136627,2,[50451.758 44227.688],[-0.27619448  0.90984416],[-2.9542387   0.08645109],[434.24   912.8692],[   0.     1199.8252],[ True  True],111.47749344411238
136646,2,[53057.816 46571.195],[ 0.8071995  -0.04849167],[-1.0553049  2.066472 ],[114.57437 681.7624 ],[6639.6377    0.    ],[ True  True],108.65210016908443
136730,2,[51357.285 47520.684],[0.31719905 1.2083287 ],[-0.23635852 -3.1104977 ],[ -24.759094 1065.6919  ],[    0.   10382.55],[ True  True],107.97384034918758
136750,2,[79822.05  40281.023],[-1.701655  -1.5335361],[ 2.6530616  -0.09300771],[ 932.59534 1340.7839 ],[0. 0.],[ True  True],111.60587268807092
136808,2,[42410.527 42175.285],[ 0.36557466 -2.243286  ],[-3.113817  -1.4994596],[-433.30673    31.107422],[    0.    33917.023],[ True  True],156.7930431960201
136819,2,[97132.77  54280.344],[1.6538206 1.0529085],[ 1.5020319 -1.5280635],[1105.2375   933.45087],[   0.     1451.3906],[ True  True],151.61117054574447
136858,2,[40783.566 35112.008],[-0.58649236  1.3039182 ],[ 0.75906795 -2.8551304 ],[-754.54486 3765.6504 ],[   0.    9941.511],[ True  True],110.67555153592484
136873,2,[70295.83 45625.05],[ 0.4697946  -0.20129812],[ 2.7899725  -0.29160395],[ 340.6076 1693.595 ],[   0.     1839.3821],[ True  True],119.65333172931213
136885,2,[42675.49  33531.703],[ 1.9240738 -0.6695758],[1.1190786 2.5820277],[-488.1024 1391.2916],[0. 0.],[ True  True],137.6346881084474
136892,2,[51267.566 37718.71 ],[ 0.44363967 -0.79097307],[-0.74155    2.0831842],[ 477.5244 3158.0488],[0. 0.],[ True  True],104.32622706745178
137045,2,[73472.14 34330.83],[0.10903947 0.7554258 ],[-2.0951395   0.74577415],[ 20.120605 914.2125  ],[0. 0.],[ True  True],104.66230842837908
137105,2,[88250.375 33477.676],[-0.15900987 -1.26946   ],[-0.5000761  2.8382175],[ 655.47705 -710.8514 ],[0. 0.],[ True  True],125.44682633500904
137123,2,[61785.363 48402.84 ],[0.72663164 1.5697255 ],[ 2.2727377 -1.2119719],[-121.271515 -124.80319 ],[0. 0.],[ True  True],117.76407352907042
137157,2,[61043.715 54088.094],[-2.2653723 -2.064937 ],[-3.0970156   0.20498703],[-432.31866  692.8532 ],[19566.178   3500.3186],[ True  True],115.13151604278634
137182,2,[70543.87 55725.29],[-1.547207  -0.4373732],[0.16973378 3.0684786 ],[346.9497 918.409 ],[   0.    3893.627],[ True  True],144.40744171221525
137232,2,[63935.23  50111.383],[0.6621708  0.06055158],[-1.3585448  0.7376396],[1212.3226   347.30206],[0. 0.],[ True  True],104.00291577535245
137264,2,[46455.484 35995.05 ],[-0.02164534  1.3380497 ],[-2.5199187   0.33519095],[-274.55933  386.39465],[0. 0.],[ True  True],100.74941052418208
137289,2,[58046.1  57734.88],[-0.5038667 -1.3377815],[ 1.5319031 -1.5975363],[ 199.85458 -341.75433],[0. 0.],[ True  True],125.98968504304204
137290,2,[43412.14  30071.018],[-0.43056342 -2.1934907 ],[ 1.572627 -1.695566],[ 496.07755 1239.9945 ],[0. 0.],[ True  True],102.09805528381789
137304,2,[80071.09 42552.03],[1.3392177 1.1978414],[-0.7824493  2.2441401],[-1121.1942 -1714.4353],[   0.    2414.739],[ True  True],116.84156609671275
137387,2,[77748.46 44885.68],[-1.6007168 -0.7555618],[-0.17143402  3.003136  ],[ 874.5994 1283.2738],[   0.     1354.0156],[ True  True],128.84115356267307
137399,2,[54137.477 40828.355],[ 0.20434037 -0.59522676],[ 2.9322894  -0.15122601],[-1991.6987   132.4931],[0. 0.],[ True  True],101.60668739015198
137465,2,[49046.07  31236.041],[-0.7737254  1.0941464],[-2.9688053   0.09190986],[ 901.1711 1335.9573],[    0.    15909.134],[ True  True],114.93296437500656
137500,2,[84536.33  40406.117],[-1.793201  -0.8649914],[ 0.13311791 -2.8689206 ],[-1119.6588   563.7378],[0. 0.],[ True  True],129.4493363611504
137527,2,[63669.035 41659.598],[-2.0657117  -0.93983173],[-2.2558324  1.6848634],[875.45087 103.15729],[1629.9595    0.    ],[ True  True],112.85804678807234
137543,2,[58090.695 46483.85 ],[1.1643854 1.5959802],[-1.3421733  1.6244917],[-645.0277    -35.956635],[0. 0.],[ True  True],105.96956260713341
137622,2,[56162.605 36322.734],[ 1.0701239  -0.15145081],[-3.0638723  -0.23893552],[  473.1946 -1927.6056],[0. 0.],[ True  True],106.76661805282603
137645,2,[70768.01 46814.92],[-0.5537193  -0.31348237],[-2.0407872  1.6938337],[ 534.38055 -603.81335],[0. 0.],[ True  True],110.96281435255733
137720,2,[95893.63 74031.04],[0.9831935 0.6855094],[ 1.6402268 -3.0038884],[-573.2351    -95.508575],[0. 0.],[ True  True],125.70032704143091
137732,2,[48849.215 45488.02 ],[-0.6998149  0.4821893],[ 2.3040478 -0.6956263],[-718.20685  -38.24597],[0. 0.],[ True  True],111.02592051828613
137753,2,[60344.03 46371.85],[0.98827404 1.3130891 ],[-3.0978818   0.52405584],[-828.1587  1021.05835],[0. 0.],[ True  True],104.19963913275477
137790,2,[62380.35 42848.39],[-0.28033534 -1.2592542 ],[ 2.869532   -0.40922076],[1790.8248  524.3243],[1509.8151 3134.4834],[ True  True],115.81867782197062
137825,2,[48448.72  45755.344],[0.09414178 0.8765615 ],[-0.09905217  2.821263  ],[545.33386 872.2274 ],[   0.    3958.582],[ True  True],100.92960565216363
137866,2,[82645.   39849.93],[ 1.8846229 -0.0858868],[0.40268734 1.0968139 ],[-710.5654    34.91333],[2136.3586 2232.6755],[ True  True],137.9285602634179
137867,2,[105057.99   31397.268],[1.8058949 2.365587 ],[-1.3869163  0.5920972],[734.30597 298.0876 ],[0. 0.],[ True  True],101.37292177293449
137953,2,[66980.6   36252.375],[-0.3718225 -2.332425 ],[ 0.8415922 -1.845187 ],[656.49585 413.77582],[0. 0.],[ True  True],148.16737120629475
138039,2,[44080.914 38302.152],[0.25262532 1.7434357 ],[-1.018623   2.2902687],[-360.54034   49.75998],[3094.9797    0.    ],[ True  True],105.86543127221483
138054,2,[79806.55 63732.24],[-1.0053949  -0.62029284],[ 1.5094867 -1.5052009],[ 331.80557 1509.2759 ],[   0.     1101.2921],[ True  True],145.00646003626792
138068,2,[76079.086 34096.56 ],[-0.5048896  -0.11777245],[ 0.27528512 -2.5275152 ],[-228.50693   80.8197 ],[   0.    1677.242],[ True  True],102.34673022799491
138121,2,[59047.094 54251.5  ],[1.8397666 1.2897207],[ 1.5025142 -1.5273104],[-696.4083  -133.57388],[0. 0.],[ True  True],117.33486365069757
138140,2,[54542.1  50391.55],[-0.35894167 -1.242014  ],[-1.9886237  1.4306676],[ -73.052216 -923.0726  ],[0. 0.],[ True  True],114.32191326670787
138176,2,[47401.24  35350.082],[-0.86120605  1.3362044 ],[-0.1018256  1.266088 ],[3221.9666  -391.33325],[1346.4624    0.    ],[ True  True],120.80741114898909
138217,2,[72050.84 42316.87],[-1.5835582  -0.10458414],[ 1.7384075 -1.9314442],[ 244.50711 -173.09335],[1038.3914    0.    ],[ True  True],139.07436648979825
138223,2,[58749.727 31129.814],[ 1.9496534  -0.03995061],[0.48921463 2.8988347 ],[271.73096 145.47281],[2228.4478    0.    ],[ True  True],127.84670678227106
138298,2,[95611.36 30306.21],[ 1.1825266  -0.10084807],[-2.4666023  1.3314172],[-175.2893  -369.47775],[0. 0.],[ True  True],125.89959265196262
138312,2,[73499.41  50967.695],[-1.0701575  -0.10888068],[-2.2435412  1.0894163],[-608.0648  -546.80115],[1804.601    0.   ],[ True  True],136.32355613542234
138479,2,[55414.855 55282.137],[0.5826927 1.2896076],[-1.5861365  1.545972 ],[-694.25385  356.9535 ],[1572.077    0.   ],[ True  True],117.6828363715312
138483,2,[70685.875 39163.152],[-0.86120796 -1.3545206 ],[ 2.7610202  -0.51504225],[423.59705 117.5441 ],[   0.     1624.4102],[ True  True],108.21552906092118
138578,2,[46789.402 42962.777],[-0.67600816  1.1987578 ],[ 1.4313023 -1.1836431],[-276.72144 -241.9791 ],[2601.0505    0.    ],[ True  True],129.9579744844114
138583,2,[110204.195  32155.553],[1.3001101 0.5230035],[-1.4217027  2.0627928],[1724.8173 2106.2988],[12150.588  9291.961],[ True  True],126.53850650513873
138717,2,[75321.42  33619.492],[-0.40897727  0.65914994],[ 0.3925584 -2.0150144],[1322.3523   533.68713],[8497.309    0.   ],[ True  True],109.54123299158104
138719,2,[68690.6   46779.176],[-2.0630162 -2.0162728],[-2.674987   0.3330993],[-146.47531 2412.4014 ],[1326.389  1225.7689],[ True  True],113.15031010508444
138823,2,[65581.43 49705.05],[0.4466932 2.0532393],[-0.76122856  2.2442584 ],[160.81842 698.6677 ],[   0.     2375.1538],[ True  True],152.8547535595288
138839,2,[73105.76 39024.52],[-0.2520496 -1.9813654],[0.04165342 3.0241516 ],[1616.657     43.75107],[   0.     2235.1633],[ True  True],149.06781115150707
138849,2,[43025.723 37907.246],[ 0.3070377 -1.260057 ],[ 2.286856  -1.1775885],[-459.0977 3461.1526],[    0.    25002.285],[ True  True],106.06876855811133
138865,2,[77187.62  45375.816],[-0.14568692 -1.3384988 ],[-1.791955   1.4675887],[-1082.5698  3810.5437],[    0.    13129.884],[ True  True],139.8714404682203
138909,2,[66052.99  56557.023],[2.0358706 0.727685 ],[-1.8200233  1.2193692],[1091.2489  1001.33856],[   0.     1634.0543],[ True  True],149.20666405029178
138956,2,[90719.164 45791.605],[0.23124483 0.33348468],[ 1.1833739 -2.2269268],[ 962.8782 -823.0762],[2029.828  1326.9122],[ True  True],127.9141049602826
139070,2,[45601.72  37849.652],[-2.1785429 -0.5507558],[-2.1617022   0.77165663],[500.7699  -55.05722],[3294.5361 1529.2842],[ True  True],111.83127436966673
139208,2,[50283.215 39736.277],[ 1.3407878  -0.40752536],[ 0.5439871 -2.7785432],[2104.4104   418.52817],[1982.4052 1146.8953],[ True  True],125.52850633236417
139237,2,[66482.46 47962.44],[-0.9973266 -2.1233902],[-1.4043849  1.6261845],[ 443.99536 -204.21838],[0. 0.],[ True  True],131.16548509224475
139241,2,[45215.39 37657.36],[-1.6407511   0.21442476],[ 0.8566135 -2.8873694],[2682.2756  698.4844],[2540.2832 1934.7158],[ True  True],118.14116307505523
139322,2,[51311.87  34925.266],[-1.3169292   0.64474833],[-0.6906693  2.2496424],[2019.0402    65.72473],[10052.185     0.   ],[ True  True],128.48243563075252
139355,2,[78517.3  65402.41],[1.2988477  0.35102463],[ 1.6305685 -1.8108443],[ 301.7369 1854.0562],[ 3556.4736 20404.809 ],[ True  True],158.27796889372152
139375,2,[92808.77 47113.87],[-0.6269279 -0.6819845],[-2.7361417   0.99716806],[-1323.5463    780.47345],[0. 0.],[ True  True],126.55735382846683
139396,2,[55780.05 46180.79],[-0.02720638 -1.5538723 ],[ 2.2487175  -0.91433644],[1220.7185  634.8634],[   0.     6590.7905],[ True  True],132.54082985461739
139449,2,[72805.15  46368.547],[-0.6547725  0.0902526],[ 0.4564798 -1.7753187],[-751.7804  -130.14465],[0. 0.],[ True  True],113.3966385734257
139497,2,[68072.625 36027.59 ],[0.41864613 0.7356168 ],[ 0.7007184 -2.522951 ],[1723.6112 2799.3198],[1445.0281    0.    ],[ True  True],100.2094366915799
139539,2,[86705.79  36812.055],[-1.1892636 -1.3266498],[ 2.6306345 -0.7181661],[-1375.9628   567.1378],[   0.     5013.3696],[ True  True],112.6546123696399
139596,2,[66566.08  47632.727],[1.1634362 0.6142121],[-1.7836673  1.1992093],[-1369.1184   -226.75201],[0. 0.],[ True  True],116.55005275121331
139621,2,[49361.117 44234.176],[-1.5985382   0.25852117],[-0.9684421  1.8860666],[1608.2284     25.509552],[0. 0.],[ True  True],136.0653975808624
139656,2,[105051.305  58888.31 ],[-0.5598216 -1.2402855],[ 0.24350515 -2.1827638 ],[-1376.9126   -800.36847],[0. 0.],[ True  True],157.12769616149066
139691,2,[74078.336 49526.348],[0.00759565 0.50707585],[-1.2932401  1.4859701],[ 532.8761 3741.7844],[   0.     7691.8086],[ True  True],123.0173227167724
139702,2,[43953.863 38682.594],[-0.6799235  1.2576938],[ 1.8855253  -0.10182134],[3716.9065    -69.729675],[   0.     6705.8687],[ True  True],115.86302202345284
139707,2,[46312.824 37590.484],[ 1.6619481  -0.47148138],[ 2.8943439  -0.11699967],[ -1.008606 255.4697  ],[   0.   8192.04],[ True  True],135.49346252357466
139715,2,[170984.03  38443.35],[ 0.15529232 -1.1127943 ],[-1.8941634 -2.2600157],[ 797.27637 1639.3914 ],[10301.523 12801.146],[ True  True],113.73033190191217
139766,2,[59470.227 58510.227],[-1.3663645 -1.5733647],[-2.3148012  0.6306908],[2185.5042 2599.4358],[   0.     5303.4653],[ True  True],118.04539532296074
139852,2,[76403.21 66443.06],[1.8429714 2.2549071],[ 1.5441597 -1.660178 ],[ 189.8973  -126.55217],[1126.7123    0.    ],[ True  True],145.46324236127424
139889,2,[57358.957 35542.156],[-0.1736672  1.2322859],[ 1.6114513 -1.2864962],[-138.40274 3421.5461 ],[   0.     1357.5719],[ True  True],113.01850248055419
139952,2,[66850.086 64490.06 ],[-1.0229951  -0.07487196],[ 0.43278804 -2.8007183 ],[ -56.9433 1498.1067],[0. 0.],[ True  True],146.22891049300918
140124,2,[54837.965 49770.473],[ 0.09699497 -0.7116639 ],[-2.2679203  0.9891013],[ 194.24692 1726.3564 ],[ 1319.8622 10560.362 ],[ True  True],112.9827531506178
