entry,photon_n,photon_pt,photon_eta,photon_phi,photon_etcone20,photon_ptcone30,photon_isTightID,myy
84193,2,[58194.47  50069.406],[-0.4197812  -0.50904566],[ 2.1690958 -1.1734579],[-3063.4548  3867.5771],[0. 0.],[ True  True],107.52211390115156
84252,2,[46520.496 42110.055],[ 0.35221887 -1.0101336 ],[2.6167614 0.0990086],[  60.075775 1626.9498  ],[0. 0.],[ True  True],106.45250408836532
84488,2,[57004.21 43363.2 ],[-1.1594176   0.17472135],[ 0.09552067 -3.0482357 ],[1475.2927   185.99014],[0. 0.],[ True  True],122.39233670834983
84492,2,[60611.87 54466.28],[0.21438292 0.0507323 ],[-2.4744203  1.0722543],[143.62329 498.91687],[   0.     4357.7744],[ True  True],112.9578493408154
84535,2,[183070.     46436.285],[-0.73608935 -1.0227567 ],[-1.2909755 -3.083035 ],[  947.8517 -1516.1414],[   0.     1195.2444],[ True  True],146.4135212816173
84538,2,[78563.15 61219.74],[2.019885  1.6857344],[ 2.4902773 -1.253254 ],[-1178.364    488.3676],[0. 0.],[ True  True],134.49840720460057
84629,2,[40849.17  40288.957],[2.0417414 0.1017288],[ 2.2569208 -1.0248444],[ 428.09024 -679.16534],[0. 0.],[ True  True],122.26368771659207
84637,2,[49155.934 48248.355],[-1.9883524 -0.6595472],[-1.5113873  1.6669691],[ 146.42937 -483.10764],[0. 0.],[ True  True],119.68690661679541
84691,2,[63469.605 50816.387],[1.727751  2.0175903],[-1.2675135  1.5195276],[2069.622  2635.1255],[0. 0.],[ True  True],113.0169057361162
84759,2,[87270.5   62577.164],[0.7744435 1.9927177],[-0.6919135 -2.6124878],[ -66.54547 1562.6624 ],[0. 0.],[ True  True],154.35037609228792
84788,2,[84768.72  32486.656],[2.0930438 0.9750306],[-2.4822943  0.5664069],[-525.75867   -38.926483],[   0.    6008.048],[ True  True],121.68679171576429
85026,2,[55751.48 52453.42],[0.43957123 0.4409048 ],[ 0.82809347 -2.3262954 ],[-213.73459 -265.23   ],[0. 0.],[ True  True],108.152439001967
85088,2,[67266.77 34239.7 ],[ 0.04474362 -1.9214525 ],[ 1.9623182 -2.0853102],[ 953.18005 -700.542  ],[   0.     7524.8574],[ True  True],140.05971385237612
85185,2,[57122.934 52140.797],[1.8780781 1.5412966],[ 2.9361207 -0.276545 ],[ -62.891113 -876.1156  ],[0. 0.],[ True  True],110.63329848021841
85207,2,[63290.46 41355.76],[ 0.6473463  -0.60690606],[ 1.6563697 -1.9421794],[2129.3652 -605.5768],[0. 0.],[ True  True],120.90954629788096
85261,2,[91748.91 47566.58],[-0.7867323  -0.26086116],[2.7863014  0.05353734],[-741.6931   667.96295],[   0.    4149.331],[ True  True],134.0609537113139
85394,2,[63283.55  40376.438],[0.10922974 0.6740082 ],[-0.00349759  2.5396452 ],[  564.09314 -1158.6411 ],[0. 0.],[ True  True],100.84374939645869
85396,2,[59427.344 55798.27 ],[0.5239793 1.7795894],[ 1.900798  -1.0774639],[-1210.3162    127.57208],[1535.027  1043.3062],[ True  True],138.30123874356852
85458,2,[60473.25 37118.09],[1.8858435 0.7701669],[-2.2890074  1.4712979],[3279.5867  -981.51556],[21326.53     0.  ],[ True  True],106.03070581938334
85468,2,[60851.996 54760.047],[1.197359  0.8672066],[ 2.2154832  -0.98907673],[-421.9463   367.56573],[   0.     1307.2985],[ True  True],116.97159681645746
85546,2,[57477.145 56598.484],[0.94257766 0.9911593 ],[-2.9639564   0.10470862],[-648.7539 -939.3301],[0. 0.],[ True  True],114.03009544813939
85556,2,[73689.695 56908.48 ],[-1.1409262 -2.100825 ],[2.8361137  0.28247446],[-197.05322 2121.3022 ],[   0.     3182.1023],[ True  True],139.77059351220575
85574,2,[106083.92   54366.297],[ 0.5482772  -0.25590444],[-1.0237476  2.6873758],[-643.77496  -74.20575],[1111.3416    0.    ],[ True  True],158.69483887699573
85586,2,[85084.664 62754.34 ],[0.10996939 0.28738552],[-1.4502102  1.6642957],[ -81.96164 1388.3679 ],[0. 0.],[ True  True],146.70486783637588
85603,2,[48249.016 41645.906],[-0.04882466 -1.202118  ],[ 1.1987174 -2.207156 ],[1109.5751  671.5535],[   0.    1320.103],[ True  True],104.30864893531077
85660,2,[59628.883 56895.465],[-0.28919762 -1.0212364 ],[ 2.6021895 -0.5907082],[ 183.21967 -910.99756],[0. 0.],[ True  True],124.34714230007162
85662,2,[58518.832 51320.113],[-0.5341045  -0.70338964],[ 0.6787703 -1.9958706],[ 172.26581 -803.5027 ],[0. 0.],[ True  True],107.0328275323639
85665,2,[51685.957 46367.05 ],[ 0.652452  -1.1814611],[-1.7553538  -0.29274273],[733.03436   30.638824],[0. 0.],[ True  True],121.9165688627856
85684,2,[124058.16   50089.207],[0.60059303 0.13743418],[-0.29526705 -2.5151942 ],[  48.043945 -515.5524  ],[0. 0.],[ True  True],145.936870776158
85794,2,[52655.875 43175.926],[-0.9064741 -1.6451577],[ 2.408418  -0.9116461],[ 3504.8516 -1360.6597],[1044.5542 1777.3267],[ True  True],101.58548494176547
85876,2,[60742.33 44154.01],[-1.316745  -1.2088801],[ 0.15714099 -3.0429502 ],[-400.65375  -94.29877],[2141.3677    0.    ],[ True  True],103.68283165708168
86019,2,[70652.45 53962.47],[-1.7308092  -0.53424275],[ 2.15668   -0.8782137],[ 408.84085 2795.1902 ],[1468.2787    0.    ],[ True  True],146.1126304966356
86054,2,[53919.19  46640.246],[-1.6503623  0.1825271],[ 2.8225312  -0.35442254],[ 567.3368  -151.54926],[0. 0.],[ True  True],145.4340951618117
86095,2,[60834.387 44222.46 ],[-0.08325233 -0.7144286 ],[ 0.05059583 -2.9171078 ],[1.6375334e+03 1.5447998e+00],[0. 0.],[ True  True],108.57094502944682
86108,2,[61008.02 50175.59],[ 0.095203  -0.6138928],[ 1.699689  -1.4321104],[ 825.2497 2016.6183],[   0.     2304.8281],[ True  True],117.68144989846579
86296,2,[53164.59  44665.938],[-1.2523254  -0.19786228],[-2.7821848   0.12230084],[3830.8462   153.69922],[0. 0.],[ True  True],110.72469202330387
86340,2,[70458.95 49982.72],[-0.7209534  -0.18221524],[ 2.527131   -0.47897038],[-274.16968  107.14551],[1026.835    0.   ],[ True  True],122.75778027514941
86351,2,[64388.52 51699.29],[1.0427078 1.8192698],[-2.3333695   0.78646237],[-230.25385 -663.4946 ],[   0.    7154.904],[ True  True],124.19408740334671
86503,2,[55242.656 48091.137],[-0.6529997  0.3125503],[-1.9413782  1.7619113],[158.86014 793.62915],[   0.     4259.1846],[ True  True],111.73914685697855
86584,2,[66394.47  43863.605],[0.39911363 0.8752218 ],[ 2.693049  -0.6116077],[1399.9318 2244.0298],[    0.    11705.205],[ True  True],110.65558873462957
86589,2,[64678.027 42324.53 ],[-1.11302     0.23769903],[2.9178185  0.13436061],[757.82306 645.2937 ],[17498.021   1954.2002],[ True  True],128.07765109887805
86774,2,[59221.65  58580.363],[1.028909 1.3339  ],[-2.4558375   0.84001046],[1990.9071 -579.8772],[0. 0.],[ True  True],118.82647901109337
86852,2,[58297.945 54931.863],[2.0707119 0.9186749],[ 2.7145119  -0.27429724],[-137.55118  113.70401],[0. 0.],[ True  True],132.199190347654
87130,2,[64845.074 58260.637],[-1.2135569 -1.5991973],[-1.3121796  1.8414259],[ -12.434814 1633.1758  ],[1979.0197 1523.6194],[ True  True],125.21964571555195
87220,2,[45021.48 30987.99],[ 1.3108249  -0.73963886],[2.9120965 1.1592478],[ 253.6377 -516.3969],[0. 0.],[ True  True],107.36344464816419
87222,2,[60838.32  41525.297],[1.1318582  0.49364612],[ 0.44548577 -2.633751  ],[-264.26086 1084.4294 ],[   0.     5944.3013],[ True  True],105.64049258718799
87238,2,[67596.88  38054.945],[-1.9436697 -0.7166707],[-1.4265062  1.9790629],[ -54.888092 -185.60495 ],[28456.16     0.  ],[ True  True],120.39565244681962
87248,2,[49940.52  33065.113],[ 0.58262485 -0.93776256],[3.1304228  0.16955331],[1374.7788  -205.21222],[5121.6807 8770.182 ],[ True  True],105.65414837897511
87413,2,[43925.062 34896.625],[-0.30159694  1.3606404 ],[-0.52676    2.6800148],[ 744.9109 1374.9313],[    0.   15230.29],[ True  True],106.90969968079258
87450,2,[63314.19 41615.69],[0.9812889 1.1565176],[-0.9326111  2.3330557],[3.7243347 8.088989 ],[   0.    3968.078],[ True  True],102.85939999155524
87504,2,[52931.785 44617.69 ],[1.9500889 0.8101114],[-0.70044714  1.9168615 ],[1773.3181  -837.14795],[0. 0.],[ True  True],110.58295642350538
87527,2,[121456.69  42775.56],[0.8039143 1.9754126],[-2.916433  -1.2314916],[-732.72437    35.103836],[0. 0.],[ True  True],139.85030710853397
87547,2,[58062.27  47997.418],[-0.45043197  1.2857318 ],[ 1.067788  -1.8815662],[3939.0178   912.06433],[16821.695 10168.309],[ True  True],147.57648072427682
87569,2,[58090.36 31458.64],[ 1.7660964  -0.10413113],[-1.216368   1.5964521],[-941.4644  -196.47867],[0. 0.],[ True  True],124.9016069113787
87660,2,[72838.56  37868.676],[-1.8211881 -1.8789262],[-0.7102637  2.2030842],[ 791.52765 1793.1334 ],[    0.    14168.908],[ True  True],104.39983155863409
87682,2,[50797.39 44689.24],[-0.9059401 -2.0412292],[ 2.569537  -0.6422786],[-150.5362 2490.4998],[    0.    26132.129],[ True  True],111.00972658344497
87708,2,[51653.945 35893.83 ],[ 0.8397461  -0.53696823],[ 1.7270664 -1.7614723],[-287.46777 1147.9725 ],[0. 0.],[ True  True],106.30460360589997
87915,2,[55991.215 42203.484],[0.94659936 2.044731  ],[ 1.2067423 -1.7015475],[1030.0072 -690.2173],[0. 0.],[ True  True],111.67690280319357
87965,2,[84533.33  31746.646],[-0.28518927  0.2162948 ],[-2.2502563  0.6587442],[ 638.37476 2615.541  ],[   0.    8476.238],[ True  True],106.20373338810074
88064,2,[42872.98  37915.953],[-1.7668322  0.7715043],[ 3.1000478 -2.695955 ],[ 641.74866 -778.51526],[0. 0.],[ True  True],133.54011412979534
88092,2,[57963.793 34199.242],[-0.530121   1.3336328],[ 0.7585187 -2.490632 ],[-255.33978 1517.7085 ],[    0.    21698.164],[ True  True],130.50264023436557
88133,2,[72123.01  46172.086],[-1.8034902 -1.2407082],[-2.2593215  1.5846592],[1761.5188  -835.85236],[2239.9758 1049.0095],[ True  True],113.254927453111
88143,2,[81696.375 39559.633],[2.2271762 1.7357051],[-1.5907452  1.8260934],[-268.74896   -49.723953],[0. 0.],[ True  True],116.10636739141631
88210,2,[53576.65  50807.883],[0.488742  2.3558779],[ 1.594601 -1.327957],[898.8778    22.308289],[0. 0.],[ True  True],152.79491218788993
88364,2,[48582.906 40796.875],[ 0.81650233 -0.5182005 ],[0.10606442 3.0796738 ],[-317.88007 1617.6086 ],[0. 0.],[ True  True],109.35939360715166
88432,2,[80954.35 36996.22],[-1.6491646  -0.91539073],[2.3820207  0.10777583],[1813.2638 -123.3586],[5792.409  2967.2925],[ True  True],107.47513235046684
88634,2,[56185.332 30449.77 ],[-0.19795763 -1.5788156 ],[ 2.866899   -0.15386678],[2719.6123  583.7989],[3513.7324    0.    ],[ True  True],103.11630872903694
88653,2,[53316.96 33218.81],[ 0.5551729 -1.0743264],[ 0.5321854 -2.5500479],[ 931.44666 1960.8403 ],[    0.    16887.889],[ True  True],113.65862361429485
88746,2,[47084.65 33473.29],[ 1.2925748 -0.7210213],[-0.61964446  2.2523494 ],[3419.234  1502.0941],[6463.5425 7115.935 ],[ True  True],122.69416560414926
88830,2,[56407.59  55269.395],[ 0.69317067 -0.7841431 ],[ 1.6523504 -1.2856138],[ -59.336792 -157.23642 ],[0. 0.],[ True  True],143.0970423023658
88846,2,[79260.43 45344.67],[0.91917163 0.70599204],[ 0.90350986 -1.4490144 ],[1647.2758    -21.806427],[2691.5327 2330.2146],[ True  True],111.42745388189955
88855,2,[82021.875 38430.543],[2.272614  1.8031911],[ 0.2470784 -2.3408086],[2563.2058  514.7345],[105178.734    1271.0758],[ True  True],111.2387263231279
88860,2,[44757.62 43643.8 ],[-0.14214131  1.078359  ],[ 2.9413395  -0.47663906],[ 2650.3208 -1099.1868],[0. 0.],[ True  True],104.66492257569193
88862,2,[134413.66   33734.383],[-0.46712178 -0.71661687],[ 2.3143835 -1.8369662],[2045.9341  -83.9388],[2030.0176 6057.7266],[ True  True],119.06976676647123
88925,2,[84203.56  55861.645],[1.5644748  0.57756823],[-1.270632  1.672921],[2329.3638   351.29898],[9334.59    0.  ],[ True  True],153.6119597374937
89175,2,[83323.81 56278.82],[0.6544239 1.3063594],[-2.85156    1.0234112],[-473.28925  180.9505 ],[23513.096     0.   ],[ True  True],135.68722761737305
89184,2,[48368.535 45620.008],[-1.5533952 -0.8311094],[-3.109155    0.08679843],[801.7322 357.2923],[1103.542    0.   ],[ True  True],100.10923797168827
89269,2,[73820.77  62846.926],[ 1.0236199  -0.28905603],[-1.9289801  0.4770507],[212.95374 551.02576],[   0.     1708.0101],[ True  True],159.2758719563645
89273,2,[54562.234 48210.312],[-0.5789649 -2.196322 ],[ 0.4782609 -2.962843 ],[1043.7233  -223.71829],[2709.512    0.   ],[ True  True],137.13327528934312
89293,2,[54539.996 43288.973],[ 1.3056551  -0.55029476],[ 1.6027092 -1.637    ],[3072.1504 3282.9949],[19097.91   4985.305],[ True  True],142.0327331097368
89519,2,[68254.984 63110.633],[-2.126244 -1.646757],[ 2.8674424  -0.67979825],[355.27936  -21.119705],[0. 0.],[ True  True],132.44161975760179
89538,2,[55752.312 35107.61 ],[-0.53611904  1.6986578 ],[0.3346694 1.852348 ],[3534.456    894.26526],[13226.852   3395.3606],[ True  True],135.24679059128695
89564,2,[40681.582 30374.127],[0.04962847 2.0299096 ],[ 3.003059  -0.5016067],[ 313.8319  -429.36118],[   0.    6230.338],[ True  True],106.92486511988541
89571,2,[45020.184 36844.25 ],[-0.5155124  1.5640409],[-1.618395   1.4382763],[185.76357 598.1851 ],[   0.    1640.834],[ True  True],129.55383667051163
89581,2,[75631.945 45706.227],[ 0.5964077  -0.68704915],[-2.3188202  1.8799764],[1548.5833 1020.7204],[0. 0.],[ True  True],129.73311794779426
89599,2,[54602.375 38236.168],[-0.6280319   0.29168355],[ 0.35596147 -2.794156  ],[-547.43115  -66.14145],[0. 0.],[ True  True],101.21782640362065
89613,2,[71047.8   59603.508],[-0.2982511  -0.92811555],[ 0.5100993 -2.9618196],[ 458.82404 -135.28387],[1486.5096 1805.5946],[ True  True],134.97117435256362
89637,2,[82418.64  41295.188],[0.6001852 0.3161037],[-0.4860294  2.7969854],[-626.66986 1051.6455 ],[    0.    14902.184],[ True  True],117.5692884821999
89687,2,[48574.594 41662.816],[ 1.3284132  -0.21589203],[ 2.8612063 -0.4616371],[1444.0166 1254.3566],[0. 0.],[ True  True],117.87244050876974
89774,2,[66598.8   37614.555],[ 1.0550582 -0.4201387],[-1.7248851  1.5913811],[-851.8915  470.3616],[0. 0.],[ True  True],128.2922300665471
89830,2,[50321.574 49948.695],[1.293529  2.2698245],[ 2.1502986  -0.88867664],[-232.37717 -315.44138],[   0.     1335.8042],[ True  True],112.33758342236565
89879,2,[90213.04 46651.36],[0.9128822 1.6547912],[-0.7457917  2.8628635],[-272.20966  984.41864],[1672.8135 8490.814 ],[ True  True],135.4897229170667
90015,2,[70326.03 46715.81],[2.2715342 1.9440655],[-0.55956566 -2.9765968 ],[ 913.98083 1097.0568 ],[0. 0.],[ True  True],108.84023719450902
90067,2,[80168.516 76978.46 ],[1.6847079 1.5818809],[ 0.543365  -2.5243845],[2743.0203 1638.9547],[5521.421  6208.0156],[ True  True],157.21535839086883
90127,2,[48921.938 38112.5  ],[-1.9340558 -0.3283167],[ 2.967085   -0.52591276],[-180.30005  519.79596],[0. 0.],[ True  True],114.73337797062324
90289,2,[59483.3  37033.36],[-0.69047546  0.2694534 ],[2.7824528  0.28307348],[ 990.9263 1812.188 ],[0. 0.],[ True  True],100.61967498341122
90320,2,[44280.93  30096.738],[-0.39908406  1.6974344 ],[-0.5836883  2.5620265],[ 557.4364 1092.6567],[ 8662.711 21514.08 ],[ True  True],116.93799242060766
90351,2,[49447.297 37922.273],[-0.6302451 -2.1135361],[ 1.0165466 -2.300089 ],[ 347.99796 1468.3529 ],[   0.     7894.9175],[ True  True],111.27918243291494
90393,2,[58732.02  42549.375],[ 1.7942144  -0.11344652],[-0.43058223  1.9595457 ],[ 833.96344 2506.3003 ],[3411.2283 9690.159 ],[ True  True],144.42830530624377
90432,2,[77739.836 38304.082],[0.08842576 0.5478959 ],[-0.06655823  3.1225271 ],[-714.67993 -640.3777 ],[0. 0.],[ True  True],112.00034157475292
90482,2,[58895.24  46802.414],[-2.151507  -1.3384544],[ 2.3388424 -0.6644405],[-424.65088    55.737732],[   0.     1157.5602],[ True  True],113.56885644288279
90522,2,[56817.824 37336.656],[-0.30237666  0.7571874 ],[-0.62602204  2.4640617 ],[-25.034454 603.7272  ],[0. 0.],[ True  True],105.32273561726993
90530,2,[83054.01 31879.43],[ 0.26052648 -0.97988564],[-1.821121   1.2605458],[-201.18918  920.9304 ],[0. 0.],[ True  True],123.30881352003776
90585,2,[55224.707 54598.758],[0.7588214  0.11455348],[-2.49285    0.7348045],[2485.718  2286.5742],[11032.885   4534.4927],[ True  True],115.47263975896496
90678,2,[60282.62  42182.684],[ 1.175811   -0.29159522],[-1.4022423 -2.788508 ],[2060.8145     36.029602],[3170.917    0.   ],[ True  True],103.3633192887927
90706,2,[77329.18  50365.273],[-0.82109183 -0.5260429 ],[-2.9695017   0.18972409],[-1243.7083  3294.4492],[0. 0.],[ True  True],126.1710194864801
90794,2,[65437.332 40259.914],[-0.35523278 -1.6327771 ],[ 1.6170586 -1.9667857],[-150.3211  921.6047],[0. 0.],[ True  True],122.26396164147738
90803,2,[41828.71  40102.266],[-0.9607991  0.548373 ],[-0.7108818  2.4186172],[2210.834 2090.637],[0. 0.],[ True  True],106.3599839375025
90813,2,[89235.04  60651.543],[1.6375293 1.8174709],[ 2.4951344 -0.9481411],[1138.2622 1340.2063],[6281.697    0.   ],[ True  True],146.06789651449068
90830,2,[45828.18 32702.12],[-1.8368134  -0.19419229],[ 2.4818134 -0.3047104],[-136.07703 1363.8723 ],[   0.     1767.0514],[ True  True],104.1468296322841
90901,2,[64839.285 63680.645],[-2.2288232 -1.873665 ],[ 2.5798612 -0.5142769],[3528.162   -138.05576],[3660.2139 3552.6155],[ True  True],130.51073950708337
90940,2,[81866.77  46943.184],[2.169984  1.0232209],[-0.68376935  2.1311543 ],[  19.41043 -436.51578],[   0.    9207.833],[ True  True],143.52176819659215
90987,2,[69677.38  59675.023],[-1.2185813 -2.1387002],[0.69003654 2.1932924 ],[ -200.01178 -1343.5879 ],[   0.     1113.5764],[ True  True],107.38004581278597
90988,2,[42137.25  38641.477],[-0.23402005 -2.3167748 ],[ 3.08483   -0.5049457],[-139.28223 -191.3453 ],[0. 0.],[ True  True],127.30639884835408
91007,2,[53431.832 30098.246],[-1.5532863  -0.15789041],[-2.7175798   0.59551644],[1662.8043 2638.8748],[ 2054.5754 28330.352 ],[ True  True],100.2958800808252
91020,2,[58024.836 51759.934],[1.1382742  0.31397054],[-0.67489195  2.416971  ],[ 134.6553  -624.58374],[   0.     2733.2732],[ True  True],119.01653170849046
91109,2,[55107.19  50737.945],[0.09278743 1.3276688 ],[ 1.6448293 -2.6766977],[1700.8525    -29.695831],[0. 0.],[ True  True],112.05544599512184
91130,2,[56082.914 52254.574],[-0.9766212  0.1891453],[ 0.12825163 -2.326092  ],[ 265.06934 1916.5056 ],[   0.     2716.3037],[ True  True],121.84628977559215
91133,2,[47071.66  37090.184],[2.0643954 0.5319398],[-2.326893   1.0304661],[ 3577.193  -2022.8939],[5821.3423 8061.4165],[ True  True],108.95242980400407
91137,2,[66793.22 53450.85],[-1.0893822  0.3172125],[-2.8441625  0.6212257],[2402.253   -882.07446],[0. 0.],[ True  True],149.05483218779497
91193,2,[79940.   55642.99],[1.90731   0.6488339],[-2.5390441  1.0498866],[1148.4015 -605.1718],[0. 0.],[ True  True],157.9304515924894
91263,2,[43105.055 36745.438],[-1.0110122  1.33778  ],[ 2.9050758 -1.2176297],[418.75366  49.12912],[1603.69    0.  ],[ True  True],136.01858106545288
91392,2,[93157.32  61295.594],[1.6585772 2.035395 ],[ 1.5446992  -0.34822878],[ 75.32001 568.7723 ],[0. 0.],[ True  True],125.92152700456451
91407,2,[78302.42 37722.34],[-0.22495395  0.9167979 ],[-0.57310987  2.4074898 ],[ 288.4277 3782.972 ],[   0.   9505.22],[ True  True],126.59386972941739
91530,2,[62822.52 50944.61],[-0.39454645  0.8079579 ],[ 1.1741725 -1.0509286],[438.4779  206.06677],[0. 0.],[ True  True],124.53829270904997
91531,2,[46684.19  43567.926],[-0.70906323 -1.8120756 ],[-1.9905796  1.1171955],[2055.0908  411.1067],[0. 0.],[ True  True],104.2556934475393
91565,2,[82933.4   40396.145],[-0.767203   0.6467943],[ 2.1126807 -1.413973 ],[314.2238  933.66223],[1276.3821    0.    ],[ True  True],144.22759404784475
91601,2,[69448.43  56370.508],[-0.8727386   0.10682051],[ 1.0695593 -1.9262803],[1020.767   429.1365],[ 1441.2843 24307.871 ],[ True  True],140.1532365092535
91607,2,[43444.81  43054.484],[0.09276439 2.2109327 ],[-2.057951  -0.0512476],[2018.2068  -104.56137],[6737.911    0.   ],[ True  True],131.75477979974124
91651,2,[51314.61 47341.77],[ 0.8015288  -0.07180391],[-2.3172622  0.2458517],[ 910.45886 -106.55737],[1209.2477    0.    ],[ True  True],104.40519768036505
91680,2,[111798.65   37141.047],[0.9994916 1.9592956],[0.80121   2.7315657],[1977.0438  562.053 ],[0. 0.],[ True  True],123.9143343879619
91691,2,[52632.8   42733.344],[ 0.2668113 -1.3473586],[-1.5822289  2.0274029],[1586.8655 1341.7854],[1062.0673    0.    ],[ True  True],125.54483033859448
91727,2,[51363.504 50942.945],[1.0773995 1.1709853],[-2.7841873   0.12394047],[2047.5764   274.13147],[1663.3627 2111.5706],[ True  True],101.7221346143601
91873,2,[91669.57 45069.3 ],[ 0.28360906 -0.73865503],[3.1373167 1.1464442],[2912.3918 -803.4206],[7315.5693    0.    ],[ True  True],127.82678595660128
91888,2,[40702.22 31259.45],[ 0.92123455 -0.89081913],[-0.55865943  2.688788  ],[722.5687  729.53125],[1317.3015 2240.932 ],[ True  True],102.60940984159505
91939,2,[40631.902 39593.78 ],[ 1.6065341  -0.14679916],[-1.2244107  2.1973176],[510.53046  -64.158936],[0. 0.],[ True  True],112.51441681697074
92052,2,[94498.12 48254.57],[-0.5668071  1.251467 ],[-0.96552134 -1.2037288 ],[132.58664 203.74686],[0. 0.],[ True  True],141.32456257901555
92099,2,[67167.945 39626.434],[-0.11985427  0.65359485],[3.0215163  0.24017838],[ 788.6852 -296.0108],[15029.286     0.   ],[ True  True],109.44411042757834
92145,2,[76690.79  61007.805],[-2.1250982 -2.1628366],[-2.2376628  0.9232931],[-501.412      39.239372],[1362.3976    0.    ],[ True  True],136.82052737395674
92204,2,[70595.39  51985.496],[-0.4963902  1.0050602],[-1.3787925  2.7520103],[ 270.93103 -418.68896],[0. 0.],[ True  True],146.01791348150684
92311,2,[64343.984 38174.11 ],[ 1.2111171 -0.2462239],[-2.9462175  1.1558222],[-837.93286 1551.5658 ],[0. 0.],[ True  True],118.05139726420211
92425,2,[51975.766 37542.293],[ 1.7523434  -0.11738577],[3.0918357  0.96411437],[ -55.191772 -775.67236 ],[   0.     4242.4927],[ True  True],122.55919264530623
92429,2,[49203.785 47586.28 ],[-0.11053085  0.77412045],[ 2.1529284 -1.1953456],[ 688.4119  -292.80878],[0. 0.],[ True  True],105.92979690541468
92479,2,[43418.664 42588.95 ],[-0.7606295   0.49494192],[ 2.2389815 -1.1649349],[1884.524  2886.4976],[   0.     5604.0635],[ True  True],102.90230710420543
92504,2,[63498.977 54221.71 ],[-1.8930457 -2.1171806],[-0.6001427  1.9211781],[-128.38245  356.70898],[0. 0.],[ True  True],112.53023520773006
92609,2,[44170.508 44068.562],[2.3294652 0.8538052],[ 0.8030094 -2.3802514],[ -1.6578598 622.2114   ],[0. 0.],[ True  True],113.35204546270106
92611,2,[54186.266 46270.66 ],[-2.1585333 -2.0897062],[ 1.5041165 -1.6940768],[-338.13196 1707.9597 ],[1173.9918 5705.4727],[ True  True],100.163810386387
92636,2,[60097.32 51162.06],[-0.34623584 -1.6294128 ],[-2.376664   0.9279327],[1660.4229  -285.30908],[1007.3281    0.    ],[ True  True],134.2156702744501
92653,2,[70523.516 37558.402],[1.5676578 1.1194649],[-1.4901313  1.4024992],[ 286.5975 1914.0513],[    0.    11178.124],[ True  True],104.75071771718466
92694,2,[87982.84  30752.271],[-0.6553161   0.31264588],[ 0.45738298 -2.6050458 ],[-376.55914 1635.9834 ],[5993.0767 9584.3125],[ True  True],116.38318732195232
92755,2,[74970.03  53378.492],[1.8951972 1.9568578],[ 2.0601594 -1.0437455],[2388.4492   -77.84827],[23869.734     0.   ],[ True  True],126.55704387196819
92797,2,[61987.047 52717.863],[-0.5349402  1.1802101],[-2.9776244  -0.07787099],[-901.6892  -350.54187],[0. 0.],[ True  True],158.41221335768506
92915,2,[50427.64  45739.152],[ 1.8759538  -0.02437739],[ 0.1242614 -2.973628 ],[227.69481 636.3644 ],[0. 0.],[ True  True],142.7576232240444
93016,2,[76327.63 58638.11],[1.126089   0.83224946],[ 0.21308908 -2.8423486 ],[529.09094  19.53189],[   0.     1820.5905],[ True  True],135.1253477499161
93077,2,[70773.62  35365.223],[-1.7053249   0.22950746],[-2.8964405   0.17519994],[2248.61     490.42828],[   0.     1826.6511],[ True  True],150.60745733539187
93198,2,[71992.836 67517.13 ],[1.5710853 2.1171935],[ 0.9287404 -2.6696079],[1619.691    325.04166],[1716.0894    0.    ],[ True  True],141.18236377424302
93250,2,[56229.387 46491.15 ],[-1.922639   -0.21879458],[-0.08289332  2.9917219 ],[  579.03705 -1265.1692 ],[4137.3994    0.    ],[ True  True],141.623759287642
93284,2,[50882.34  50520.355],[ 1.2587303  -0.19863605],[ 0.09133055 -2.7742531 ],[1665.2368   207.36127],[0. 0.],[ True  True],128.78244083029938
93401,2,[48617.184 37588.785],[ 0.33460486 -1.1507634 ],[ 1.6487669 -1.4526218],[ 723.0752 1200.7966],[   0.     3706.1685],[ True  True],110.16754633572926
93402,2,[78187.23 40707.79],[-0.60626835  0.703221  ],[-3.0595777  -0.02189988],[1657.7756  -252.30133],[8515.266    0.   ],[ True  True],137.77026348452327
93406,2,[48080.816 38128.09 ],[ 0.553514  -1.6941233],[-1.8914524  -0.93735456],[-149.25256  988.6237 ],[   0.     4210.4834],[ True  True],124.19884025126561
93409,2,[117247.64  41342.92],[-0.31985712  0.57163244],[ 2.1378598 -2.6466544],[-99.88727 464.9998 ],[1354.3027    0.    ],[ True  True],114.50130776720081
93498,2,[56874.027 51871.777],[-0.72338593 -0.26221162],[-0.14367785  3.0401843 ],[479.24503 716.37195],[0. 0.],[ True  True],111.50785341339984
93529,2,[61948.965 42701.11 ],[0.49404165 0.847884  ],[-0.1764001  2.887122 ],[2214.3416  576.8406],[   0.    1900.248],[ True  True],104.40170130016928
93570,2,[45319.29  41287.824],[ 0.5258417 -1.3278   ],[2.9555702 1.434947 ],[  61.474243 1075.0581  ],[   0.     3166.5698],[ True  True],109.76773595912772
93597,2,[70749.24  35694.113],[-2.0873325 -1.1546266],[ 2.911276  -0.8046327],[-547.9233 1501.7776],[   0.     5776.6147],[ True  True],107.94377943852058
93606,2,[62179.586 45777.312],[1.9561533 1.1107732],[ 2.5610158 -1.0025336],[    1.6998596 -1065.1179   ],[3051.0159 7783.325 ],[ True  True],114.21317106810444
